object,schema,name,kind,hops_from_seed,mapped_uc,currently_documented,wiki_path,slop_t4_hits
bi_db_dbo.external_fivetran_gsheets_compliance_help_table,BI_DB_dbo,External_Fivetran_gsheets_compliance_help_table,lineage_upstream,1,,false,,0
bi_db_dbo.external_interest_trade_interestdaily_cid_dailypanelclub,BI_DB_dbo,External_Interest_Trade_InterestDaily_CID_DailyPanelClub,lineage_upstream,1,,false,,0
bi_db_dbo.external_interest_trade_interestdaily_daily_data,BI_DB_dbo,External_Interest_Trade_InterestDaily_Daily_Data,lineage_upstream,1,,false,,0
bi_db_dbo.external_marketing_acquisition_demo,BI_DB_dbo,External_Marketing_Acquisition_Demo,lineage_upstream,1,,false,,0
bi_db_dbo.external_moneyfarm_cid_dailypanelclub,BI_DB_dbo,External_MoneyFarm_CID_DailyPanelClub,lineage_upstream,1,,false,,0
bi_db_dbo.fiktivo_affiliatecommission_closedposition_for_marketing_cube,BI_DB_dbo,fiktivo_AffiliateCommission_ClosedPosition_for_Marketing_Cube,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/fiktivo_AffiliateCommission_ClosedPosition_for_Marketing_Cube.md,0
bi_db_dbo.function_instrument_snapshot_enriched,BI_DB_dbo,Function_Instrument_Snapshot_Enriched,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,0
bi_db_dbo.function_pnl_single_day,BI_DB_dbo,Function_PnL_Single_Day,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_PnL_Single_Day.md,0
bi_db_dbo.function_population_first_time_funded,BI_DB_dbo,Function_Population_First_Time_Funded,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Time_Funded.md,0
bi_db_dbo.function_population_funded,BI_DB_dbo,Function_Population_Funded,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Funded.md,0
bi_db_dbo.function_revenue_adminfee,BI_DB_dbo,Function_Revenue_AdminFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_AdminFee.md,0
bi_db_dbo.function_revenue_cashoutfee_excluderedeem,BI_DB_dbo,Function_Revenue_CashoutFee_ExcludeRedeem,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_ExcludeRedeem.md,0
bi_db_dbo.function_revenue_commissions,BI_DB_dbo,Function_Revenue_Commissions,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Commissions.md,0
bi_db_dbo.function_revenue_conversionfee,BI_DB_dbo,Function_Revenue_ConversionFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee.md,0
bi_db_dbo.function_revenue_cryptotofiat_c2f,BI_DB_dbo,Function_Revenue_CryptoToFiat_C2F,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CryptoToFiat_C2F.md,0
bi_db_dbo.function_revenue_dividend,BI_DB_dbo,Function_Revenue_Dividend,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Dividend.md,0
bi_db_dbo.function_revenue_dormantfee,BI_DB_dbo,Function_Revenue_DormantFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_DormantFee.md,0
bi_db_dbo.function_revenue_fullcommissions,BI_DB_dbo,Function_Revenue_FullCommissions,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_FullCommissions.md,0
bi_db_dbo.function_revenue_interestfee,BI_DB_dbo,Function_Revenue_InterestFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_InterestFee.md,0
bi_db_dbo.function_revenue_rolloverfee,BI_DB_dbo,Function_Revenue_RolloverFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_RolloverFee.md,0
bi_db_dbo.function_revenue_sdrt,BI_DB_dbo,Function_Revenue_SDRT,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SDRT.md,0
bi_db_dbo.function_revenue_share_lending,BI_DB_dbo,Function_Revenue_Share_Lending,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Share_Lending.md,0
bi_db_dbo.function_revenue_spotadjustfee,BI_DB_dbo,Function_Revenue_SpotAdjustFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SpotAdjustFee.md,0
bi_db_dbo.function_revenue_stakingfee,BI_DB_dbo,Function_Revenue_StakingFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_StakingFee.md,0
bi_db_dbo.function_revenue_ticketfee,BI_DB_dbo,Function_Revenue_TicketFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFee.md,0
bi_db_dbo.function_revenue_ticketfeebypercent,BI_DB_dbo,Function_Revenue_TicketFeeByPercent,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFeeByPercent.md,0
bi_db_dbo.function_revenue_transfercoinfee,BI_DB_dbo,Function_Revenue_TransferCoinFee,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TransferCoinFee.md,0
bi_db_dbo.function_trading_volume,BI_DB_dbo,Function_Trading_Volume,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume.md,0
bi_db_dbo.group_ltv_table,BI_DB_dbo,Group_LTV_Table,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Group_LTV_Table.md,0
bi_db_dbo.ltv_conversions_multipliers_table,BI_DB_dbo,LTV_Conversions_Multipliers_Table,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/LTV_Conversions_Multipliers_Table.md,0
bi_db_dbo.streams_dbo_entries_social_activity_daily,BI_DB_dbo,Streams_dbo_Entries_Social_Activity_Daily,lineage_upstream,1,,false,,0
bi_db_dbo.userapidb_dbo_v_customeranswers_range_kyc_panel,BI_DB_dbo,UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,lineage_upstream,1,,true,knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md,0
bi_db_dbo.v_germanbafin,BI_DB_dbo,V_GermanBaFin,lineage_upstream,1,,false,,0
bi_db_python.bi_db_jira_status_data,BI_DB_python,BI_DB_JIRA_Status_Data,lineage_upstream,1,,false,,0
bi_db_staging.pricelog_history_currencyprice_active_tmp,BI_DB_staging,PriceLog_History_CurrencyPrice_Active_tmp,lineage_upstream,1,,false,,0
bi_db_staging.trading_trade_interestconsent,BI_DB_staging,Trading_Trade_InterestConsent,lineage_upstream,1,,false,,0
bi_db_staging.trading_trade_interestdaily,BI_DB_staging,Trading_Trade_InterestDaily,lineage_upstream,1,,false,,0
bi_db_staging.trading_trade_interestmonthly,BI_DB_staging,Trading_Trade_InterestMonthly,lineage_upstream,1,,false,,0
copyfromlake.db_logs_history_openexecutionplan,CopyFromLake,DB_Logs_History_OpenExecutionPlan,lineage_upstream,1,,false,,0
copyfromlake.etoro_hedge_executionlog,CopyFromLake,etoro_Hedge_ExecutionLog,lineage_upstream,1,,false,,0
copyfromlake.etoro_hedge_gethedgeserveraccountmapping,CopyFromLake,etoro_Hedge_GetHedgeServerAccountMapping,lineage_upstream,1,,false,,0
copyfromlake.fiatdwhdb_dbo_fiatcardinstances,CopyFromLake,FiatDwhDB_dbo_FiatCardInstances,lineage_upstream,1,,false,,0
copyfromlake.fiatdwhdb_dictionary_transactionstatuses,CopyFromLake,FiatDwhDB_Dictionary_TransactionStatuses,lineage_upstream,1,,false,,0
copyfromlake.fiatdwhdb_dictionary_transactiontypes,CopyFromLake,FiatDwhDB_Dictionary_TransactionTypes,lineage_upstream,1,,false,,0
copyfromlake.pricelog_history_currencyprice,CopyFromLake,PriceLog_History_CurrencyPrice,lineage_upstream,1,,false,,0
copyfromlake.rankings_stockinfo_dailyinstrumentinfo,CopyFromLake,Rankings_StockInfo_DailyInstrumentInfo,lineage_upstream,1,,false,,0
copyfromlake.settingsdb_dictionary_dynamicgroup,CopyFromLake,SettingsDB_Dictionary_DynamicGroup,lineage_upstream,1,,false,,0
copyfromlake.walletbalancesreportdb_wallet_financereportrecords,CopyFromLake,WalletBalancesReportDB_Wallet_FinanceReportRecords,lineage_upstream,1,,false,,0
copyfromlake.walletbalancesreportdb_wallet_financereportruns,CopyFromLake,WalletBalancesReportDB_Wallet_FinanceReportRuns,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_c2f_conversions,CopyFromLake,WalletConversionDB_C2F_Conversions,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_c2f_conversionstatuses,CopyFromLake,WalletConversionDB_C2F_ConversionStatuses,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_c2f_cryptotransactions,CopyFromLake,WalletConversionDB_C2F_CryptoTransactions,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_c2f_estimatedfiattransactions,CopyFromLake,WalletConversionDB_C2F_EstimatedFiatTransactions,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_c2f_fiattransactions,CopyFromLake,WalletConversionDB_C2F_FiatTransactions,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_dictionary_conversiontofiatstatuses,CopyFromLake,WalletConversionDB_Dictionary_ConversionToFiatStatuses,lineage_upstream,1,,false,,0
copyfromlake.walletconversiondb_dictionary_fiatconversiontargets,CopyFromLake,WalletConversionDB_Dictionary_FiatConversionTargets,lineage_upstream,1,,false,,0
copyfromlake.walletdb_dictionary_receivedtransactiontypes,CopyFromLake,WalletDB_Dictionary_ReceivedTransactionTypes,lineage_upstream,1,,false,,0
copyfromlake.walletdb_dictionary_requeststatuses,CopyFromLake,WalletDB_Dictionary_RequestStatuses,lineage_upstream,1,,false,,0
copyfromlake.walletdb_dictionary_transactionstatus,CopyFromLake,WalletDB_Dictionary_TransactionStatus,lineage_upstream,1,,false,,0
copyfromlake.walletdb_dictionary_walletpoolstatuses,CopyFromLake,WalletDB_Dictionary_WalletPoolStatuses,lineage_upstream,1,,false,,0
copyfromlake.walletdb_wallet_customertermsandconditions,CopyFromLake,WalletDB_Wallet_CustomerTermsAndConditions,lineage_upstream,1,,false,,0
copyfromlake.walletdb_wallet_termsandconditions,CopyFromLake,WalletDB_Wallet_TermsAndConditions,lineage_upstream,1,,false,,0
copyfromlake.watchlistdb_dbo_watchlistitems,CopyFromLake,WatchListDB_dbo_WatchlistItems,lineage_upstream,1,,false,,0
copyfromlake.watchlistdb_dbo_watchlists,CopyFromLake,WatchListDB_dbo_Watchlists,lineage_upstream,1,,false,,0
copyfromlake.watchlistdb_history_watchlists,CopyFromLake,WatchListDB_History_Watchlists,lineage_upstream,1,,false,,0
dbo.blockedsessionsnew,dbo,BlockedSessionsNew,lineage_upstream,1,,false,,0
dbo.etoro_hedge_instrumentboundaries,dbo,etoro_Hedge_InstrumentBoundaries,lineage_upstream,1,,false,,0
de_dbo.datalaketablestatus_fullversion_stg,DE_dbo,DataLakeTableStatus_FullVersion_STG,lineage_upstream,1,,false,,0
dealing_dbo.dealing_islamic_admin_fee_per_group,Dealing_dbo,Dealing_Islamic_Admin_Fee_Per_Group,lineage_upstream,1,,true,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Islamic_Admin_Fee_Per_Group.md,0
dealing_dbo.dealing_islamic_instruments_groups,Dealing_dbo,Dealing_Islamic_Instruments_Groups,lineage_upstream,1,,true,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Islamic_Instruments_Groups.md,0
dealing_dbo.dealing_islamic_units_per_contract,Dealing_dbo,Dealing_Islamic_Units_Per_Contract,lineage_upstream,1,,true,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Islamic_Units_Per_Contract.md,0
dealing_dbo.dealing_overnight_fees,Dealing_dbo,Dealing_overnight_fees,lineage_upstream,1,,true,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_overnight_fees.md,0
dealing_dbo.dealing_staking_emails,Dealing_dbo,Dealing_Staking_Emails,lineage_upstream,1,,true,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Staking_Emails.md,0
dealing_dbo.external_bronze_fivetran_google_sheets_marex_mapping_table,Dealing_dbo,External_Bronze_Fivetran_google_sheets_marex_mapping_table,lineage_upstream,1,,false,,0
dealing_dbo.external_gold_dealing_marex_trader_orderid,Dealing_dbo,External_Gold_Dealing_Marex_Trader_OrderID,lineage_upstream,1,,true,knowledge/synapse/Wiki/Dealing_dbo/Tables/External_Gold_Dealing_Marex_Trader_OrderID.md,0
dealing_staging.dealing_duco_status,Dealing_staging,Dealing_DUCO_Status,lineage_upstream,1,,false,,0
dealing_staging.etoro_hedge_executionlog,Dealing_staging,Etoro_Hedge_ExecutionLog,lineage_upstream,1,,false,,0
dealing_staging.etoro_hedge_netting,Dealing_staging,etoro_Hedge_Netting,lineage_upstream,1,,false,,0
dealing_staging.etoro_hedge_portfolioconversionconfigurations,Dealing_staging,etoro_Hedge_PortfolioConversionConfigurations,lineage_upstream,1,,false,,0
dealing_staging.etoro_history_netting_history,Dealing_staging,etoro_History_Netting_History,lineage_upstream,1,,false,,0
dealing_staging.etoro_history_portfolioconversionconfigurations,Dealing_staging,etoro_History_PortfolioConversionConfigurations,lineage_upstream,1,,false,,0
dealing_staging.etoro_trade_adminpositionlog,Dealing_staging,etoro_Trade_AdminPositionLog,lineage_upstream,1,,false,,0
dealing_staging.etoro_trade_liquidityaccounts,Dealing_staging,etoro_Trade_LiquidityAccounts,lineage_upstream,1,,false,,0
dealing_staging.external_fivetran_dealing_overnight_fees,Dealing_staging,External_Fivetran_dealing_overnight_fees,lineage_upstream,1,,false,,0
dealing_staging.fivetran_google_sheets_platform_rewards,Dealing_staging,Fivetran_google_sheets_platform_rewards,lineage_upstream,1,,false,,0
dealing_staging.lp_adm_adatmny,Dealing_staging,LP_ADM_ADATMNY,lineage_upstream,1,,false,,0
dealing_staging.lp_adm_adatpos,Dealing_staging,LP_ADM_ADATPOS,lineage_upstream,1,,false,,0
dealing_staging.lp_apex_ext872_3eu_217314,Dealing_staging,LP_APEX_EXT872_3EU_217314,lineage_upstream,1,,false,,0
dealing_staging.lp_apex_ext981_3eu,Dealing_staging,LP_APEX_EXT981_3EU,lineage_upstream,1,,false,,0
dealing_staging.lp_apex_ext982_3eu,Dealing_staging,LP_APEX_EXT982_3EU,lineage_upstream,1,,false,,0
dealing_staging.lp_bny_custody_security_transactions_custodysecuritytransactions,Dealing_staging,LP_BNY_Custody_Security_Transactions_CustodySecurityTransactions,lineage_upstream,1,,false,,0
dealing_staging.lp_bny_custody_valuation_custodyvaluation,Dealing_staging,LP_BNY_Custody_Valuation_CustodyValuation,lineage_upstream,1,,false,,0
dealing_staging.lp_bny_projected_cash_balances_projectedcashbalances,Dealing_staging,LP_BNY_Projected_Cash_Balances_ProjectedCashBalances,lineage_upstream,1,,false,,0
dealing_staging.lp_bny_settled_cash_balances_settledcashbalances,Dealing_staging,LP_BNY_Settled_Cash_Balances_SettledCashBalances,lineage_upstream,1,,false,,0
dealing_staging.lp_citadel_etoro_confirm,Dealing_staging,LP_Citadel_eToro_Confirm,lineage_upstream,1,,false,,0
dealing_staging.lp_ednf_corebalance,Dealing_staging,LP_EdnF_CoreBalance,lineage_upstream,1,,false,,0
dealing_staging.lp_ednf_coreposition,Dealing_staging,LP_EdnF_CorePosition,lineage_upstream,1,,false,,0
dealing_staging.lp_ednf_coretrades,Dealing_staging,LP_EdnF_CoreTrades,lineage_upstream,1,,false,,0
dealing_staging.lp_ednf_pfdfst4_custom,Dealing_staging,LP_EdnF_PFDFST4_CUSTOM,lineage_upstream,1,,false,,0
dealing_staging.lp_fx_etoro_m2m_details,Dealing_staging,LP_FX_eToro_M2M_Details,lineage_upstream,1,,false,,0
dealing_staging.lp_fx_etoro_open_trades,Dealing_staging,LP_FX_eToro_Open_Trades,lineage_upstream,1,,false,,0
dealing_staging.lp_fx_etoro_valuation,Dealing_staging,LP_FX_eToro_Valuation,lineage_upstream,1,,false,,0
dealing_staging.lp_gs_srpb_221797_1200626261_equity_synthetic_302321_713868_positionvaluationsummary,Dealing_staging,LP_GS_SRPB_221797_1200626261_Equity_Synthetic_302321_713868_PositionValuationSummary,lineage_upstream,1,,false,,0
dealing_staging.lp_gsnop_gs_etoro_coll_collateral,Dealing_staging,LP_GSNOP_GS_ETORO_COLL_Collateral,lineage_upstream,1,,false,,0
dealing_staging.lp_gsnop_gs_etoro_coll_trades,Dealing_staging,LP_GSNOP_GS_ETORO_COLL_Trades,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i1893329_margin,Dealing_staging,LP_IB_I1893329_margin,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i1893329_net_asset_value,Dealing_staging,LP_IB_I1893329_Net_Asset_Value,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i1893329_open_positions,Dealing_staging,LP_IB_I1893329_Open_Positions,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i3158027_cash_report_33,Dealing_staging,LP_IB_I3158027_Cash_Report_33,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i3158027_cash_report_34,Dealing_staging,LP_IB_I3158027_Cash_Report_34,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i3158027_net_asset_value_33,Dealing_staging,LP_IB_I3158027_Net_Asset_Value_33,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i3158027_net_asset_value_34,Dealing_staging,LP_IB_I3158027_Net_Asset_Value_34,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_i3158027_open_positions,Dealing_staging,LP_IB_I3158027_Open_Positions,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_u1059976_net_asset_value_581,Dealing_staging,LP_IB_U1059976_Net_Asset_Value_581,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_u1059976_open_positions_all,Dealing_staging,LP_IB_U1059976_Open_Positions_All,lineage_upstream,1,,false,,0
dealing_staging.lp_ib_u3351394_net_asset_value_394,Dealing_staging,LP_IB_U3351394_Net_Asset_value_394,lineage_upstream,1,,false,,0
dealing_staging.lp_ig_cl_activeaccounts,Dealing_staging,LP_IG_CL_ActiveAccounts,lineage_upstream,1,,false,,0
dealing_staging.lp_ig_ps_eodpositions,Dealing_staging,LP_IG_PS_EODPositions,lineage_upstream,1,,false,,0
dealing_staging.lp_ironbeam_balances,Dealing_staging,LP_IronBeam_BALANCES,lineage_upstream,1,,false,,0
dealing_staging.lp_ironbeam_positions,Dealing_staging,LP_IronBeam_POSITIONS,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro2_report_overview,Dealing_staging,LP_JPM_EOD_eToro2_Report_Overview,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro2_report_riskamount,Dealing_staging,LP_JPM_EOD_eToro2_Report_RiskAmount,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro3_report_overview,Dealing_staging,LP_JPM_EOD_eToro3_Report_Overview,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro3_report_riskamount,Dealing_staging,LP_JPM_EOD_eToro3_Report_RiskAmount,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro4_report_overview,Dealing_staging,LP_JPM_EOD_eToro4_Report_Overview,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro4_report_riskamount,Dealing_staging,LP_JPM_EOD_eToro4_Report_RiskAmount,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro5_report_overview,Dealing_staging,LP_JPM_EOD_eToro5_Report_Overview,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro5_report_riskamount,Dealing_staging,LP_JPM_EOD_eToro5_Report_RiskAmount,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro6_report_overview,Dealing_staging,LP_JPM_EOD_eToro6_Report_Overview,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro6_report_riskamount,Dealing_staging,LP_JPM_EOD_eToro6_Report_RiskAmount,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro_report_overview,Dealing_staging,LP_JPM_EOD_eToro_Report_Overview,lineage_upstream,1,,false,,0
dealing_staging.lp_jpm_eod_etoro_report_riskamount,Dealing_staging,LP_JPM_EOD_eToro_Report_RiskAmount,lineage_upstream,1,,false,,0
dealing_staging.lp_jpmvm_200334,Dealing_staging,LP_JPMVM_200334,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_marginaccount,Dealing_staging,LP_SAXO_MarginAccount,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_6914282_cfdopenpositions,Dealing_staging,LP_SAXO_SaxoBank_6914282_CFDOpenPositions,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_6914282_cfdtradesexecuted,Dealing_staging,LP_SAXO_SaxoBank_6914282_CFDTradesExecuted,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_6914282_fxopenpositions,Dealing_staging,LP_SAXO_SaxoBank_6914282_FXOpenPositions,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_6914282_shareopenpositions,Dealing_staging,LP_SAXO_SaxoBank_6914282_ShareOpenPositions,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_6914282_sharetradesexecuted,Dealing_staging,LP_SAXO_SaxoBank_6914282_ShareTradesExecuted,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_9121766_accountstatus,Dealing_staging,LP_SAXO_SaxoBank_9121766_AccountStatus,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_9121766_shareopenpositions,Dealing_staging,LP_SAXO_SaxoBank_9121766_ShareOpenPositions,lineage_upstream,1,,false,,0
dealing_staging.lp_saxo_saxobank_9121766_sharetradesexecuted,Dealing_staging,LP_SAXO_SaxoBank_9121766_ShareTradesExecuted,lineage_upstream,1,,false,,0
dealing_staging.lp_ubs_position_inventory_net,Dealing_staging,LP_UBS_Position_Inventory_Net,lineage_upstream,1,,false,,0
dealing_staging.lp_ubs_ubs_limit_1,Dealing_staging,LP_UBS_UBS_Limit_1,lineage_upstream,1,,false,,0
dealing_staging.lp_virtu_etoro_allocations_apac_sheet,Dealing_staging,LP_VIRTU_ETORO_Allocations_APAC_Sheet,lineage_upstream,1,,false,,0
dealing_staging.lp_virtu_etoro_allocations_sheet,Dealing_staging,LP_VIRTU_ETORO_Allocations_Sheet,lineage_upstream,1,,false,,0
dealing_staging.lp_virtu_etoro_allocations_us_sheet,Dealing_staging,LP_VIRTU_ETORO_Allocations_US_Sheet,lineage_upstream,1,,false,,0
dealing_staging.lp_visionet_r004_eod_balances_et,Dealing_staging,LP_VisionET_R004_EOD_Balances_ET,lineage_upstream,1,,false,,0
dealing_staging.lp_visionet_r010_eod_positionsdetail_et,Dealing_staging,LP_VisionET_R010_EOD_PositionsDetail_ET,lineage_upstream,1,,false,,0
dealing_staging.objectslist,Dealing_staging,ObjectsList,lineage_upstream,1,,false,,0
dealing_staging.positionfailreal_history_positionfail_dwh,Dealing_staging,PositionFailReal_History_PositionFail_DWH,lineage_upstream,1,,false,,0
dwh_dbo.dim_billingprotocolmidsettingsid,DWH_dbo,Dim_BillingProtocolMIDSettingsID,lineage_upstream,1,,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,0
dwh_dbo.dim_getspreadedpricecandle60minsplitted,DWH_dbo,Dim_GetSpreadedPriceCandle60MinSplitted,lineage_upstream,1,,false,,0
dwh_dbo.dim_getspreadedpriceusdconversionrate,DWH_dbo,Dim_GetSpreadedPriceUSDConversionRate,lineage_upstream,1,,false,,0
dwh_dbo.dim_instrument_correlation_active,DWH_dbo,Dim_Instrument_Correlation_Active,lineage_upstream,1,,false,,0
dwh_dbo.dim_instrument_snapshot,DWH_dbo,Dim_Instrument_Snapshot,lineage_upstream,1,,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument_Snapshot.md,0
dwh_dbo.dim_position,DWH_dbo,Dim_Position,lineage_upstream,1,,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,0
dwh_dbo.dim_positionhedgeserverchangelog_snapshot,DWH_dbo,Dim_PositionHedgeServerChangeLog_Snapshot,lineage_upstream,1,,true,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,0
dwh_dbo.etoro_history_credit,DWH_dbo,etoro_History_Credit,lineage_upstream,1,,false,,0
dwh_dbo.etoro_trade_indexdividends,DWH_dbo,etoro_Trade_IndexDividends,lineage_upstream,1,,false,,0
dwh_dbo.etoro_trade_positionshedgeserverchangelog,DWH_dbo,etoro_Trade_PositionsHedgeServerChangeLog,lineage_upstream,1,,false,,0
dwh_dbo.etoro_trade_positionsprocessedforindexdividnds,DWH_dbo,etoro_Trade_PositionsProcessedForIndexDividnds,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_affiliate_customer,DWH_dbo,Ext_Dim_Affiliate_Customer,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_affiliate_ftd,DWH_dbo,Ext_Dim_Affiliate_FTD,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_affiliate_ftde,DWH_dbo,Ext_Dim_Affiliate_FTDe,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_affiliate_masteraffiliate,DWH_dbo,Ext_Dim_Affiliate_MasterAffiliate,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_affiliate_registrations,DWH_dbo,Ext_Dim_Affiliate_Registrations,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_channel_affiliate_unifycode,DWH_dbo,Ext_Dim_Channel_Affiliate_UnifyCode,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_country,DWH_dbo,Ext_Dim_Country,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_country_region_desk,DWH_dbo,Ext_Dim_Country_Region_Desk,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_2fa,DWH_dbo,Ext_Dim_Customer_2FA,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_affiliate,DWH_dbo,Ext_Dim_Customer_Affiliate,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_avatars,DWH_dbo,Ext_Dim_Customer_Avatars,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_bocustomer,DWH_dbo,Ext_Dim_Customer_BOCustomer,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_customer,DWH_dbo,Ext_Dim_Customer_Customer,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_customeridentification,DWH_dbo,Ext_Dim_Customer_CustomerIdentification,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_document,DWH_dbo,Ext_Dim_Customer_Document,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_history_credit,DWH_dbo,Ext_Dim_Customer_History_Credit,lineage_upstream,1,,false,,0
dwh_dbo.ext_dim_customer_phonecustomer,DWH_dbo,Ext_Dim_Customer_PhoneCustomer,lineage_upstream,1,,false,,0
