source,wiki_md,kind,db,schema,table,uc_target,mapped,uc_exists,uc_table_comment_set,uc_total_cols,uc_commented_cols,uc_tier_drift_cols,uc_col_coverage_pct,bucket
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InstrumentsAlerts.md,Table,,BI_DB_dbo,BI_DB_InstrumentsAlerts,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instruments_BidAndAsk.md,Table,,BI_DB_dbo,BI_DB_Instruments_BidAndAsk,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instrument_Overview.md,Table,,BI_DB_dbo,BI_DB_Instrument_Overview,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InterestDaily.md,Table,,BI_DB_dbo,BI_DB_InterestDaily,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_interestdaily,yes,yes,yes,23,23,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InterestMonthly.md,Table,,BI_DB_dbo,BI_DB_InterestMonthly,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investment_Monthly_Data.md,Table,,BI_DB_dbo,BI_DB_Investment_Monthly_Data,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investment_PIMeetup.md,Table,,BI_DB_dbo,BI_DB_Investment_PIMeetup,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors.md,Table,,BI_DB_dbo,BI_DB_Investors,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InvestorsDetail.md,Table,,BI_DB_dbo,BI_DB_InvestorsDetail,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_investorsdetail,yes,yes,yes,19,18,0,94.7,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InvestorsKPI.md,Table,,BI_DB_dbo,BI_DB_InvestorsKPI,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors_STG.md,Table,,BI_DB_dbo,BI_DB_Investors_STG,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors_Top10.md,Table,,BI_DB_dbo,BI_DB_Investors_Top10,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors_Unclustered.md,Table,,BI_DB_dbo,BI_DB_Investors_Unclustered,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_DOBover85.md,Table,,BI_DB_dbo,BI_DB_KYC_DOBover85,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_eToroMoney_UpgradedClubMembers.md,Table,,BI_DB_dbo,BI_DB_KYC_eToroMoney_UpgradedClubMembers,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md,Table,,BI_DB_dbo,BI_DB_KYC_Knowledge_Assessment,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_knowledge_assessment,yes,yes,yes,23,22,0,95.7,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Panel.md,Table,,BI_DB_dbo,BI_DB_KYC_Panel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,yes,yes,yes,128,128,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md,Table,,BI_DB_dbo,BI_DB_KYC_Questions_Answers,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers_Row_Data.md,Table,,BI_DB_dbo,BI_DB_KYC_Questions_Answers_Row_Data,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Score_CID_Level.md,Table,,BI_DB_dbo,BI_DB_KYC_Score_CID_Level,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LargeCashoutReport.md,Table,,BI_DB_dbo,BI_DB_LargeCashoutReport,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasons.md,Table,,BI_DB_dbo,BI_DB_LimitedAccountsWithReasons,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasonsNEW.md,Table,,BI_DB_dbo,BI_DB_LimitedAccountsWithReasonsNEW,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LiveAcquisitionDashboard.md,Table,,BI_DB_dbo,BI_DB_LiveAcquisitionDashboard,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LiveAcquisitionDashboard_Daily.md,Table,,BI_DB_dbo,BI_DB_LiveAcquisitionDashboard_Daily,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_liveacquisitiondashboard_daily,yes,yes,yes,17,17,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Local_Currencies_MIMO.md,Table,,BI_DB_dbo,BI_DB_Local_Currencies_MIMO,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LTV_BI_Actual.md,Table,,BI_DB_dbo,BI_DB_LTV_BI_Actual,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,yes,yes,yes,30,30,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LTV_BI_Actual_Daily_Snapshot.md,Table,,BI_DB_dbo,BI_DB_LTV_BI_Actual_Daily_Snapshot,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LTV_By_FTD_MOP.md,Table,,BI_DB_dbo,BI_DB_LTV_By_FTD_MOP,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LTV_Predictions.md,Table,,BI_DB_dbo,BI_DB_LTV_Predictions,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LTV_Revenue_Multipliers.md,Table,,BI_DB_dbo,BI_DB_LTV_Revenue_Multipliers,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingCloudDaily.md,Table,,BI_DB_dbo,BI_DB_MarketingCloudDaily,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingclouddaily,yes,yes,yes,100,99,0,99.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingCloudUserBehaviorInstrument.md,Table,,BI_DB_dbo,BI_DB_MarketingCloudUserBehaviorInstrument,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingDailyRawData.md,Table,,BI_DB_dbo,BI_DB_MarketingDailyRawData,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_marketingdailyrawdata,yes,yes,yes,50,49,0,98.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingMonthlyRawData.md,Table,,BI_DB_dbo,BI_DB_MarketingMonthlyRawData,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MifidAccountType_Count.md,Table,,BI_DB_dbo,BI_DB_MifidAccountType_Count,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Mirror_Assets_Allocation.md,Table,,BI_DB_dbo,BI_DB_Mirror_Assets_Allocation,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Money_In_New_Management_Dashboard.md,Table,,BI_DB_dbo,BI_DB_Money_In_New_Management_Dashboard,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_in_new_management_dashboard,yes,yes,yes,27,27,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Money_Out_New_Management_Dashboard.md,Table,,BI_DB_dbo,BI_DB_Money_Out_New_Management_Dashboard,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_new_management_dashboard,yes,yes,yes,22,21,0,95.5,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Money_Out_STPAnalysis_OPS_Dashboard.md,Table,,BI_DB_dbo,BI_DB_Money_Out_STPAnalysis_OPS_Dashboard,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_money_out_stpanalysis_ops_dashboard,yes,yes,yes,16,15,0,93.8,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MonthlyRiskScore.md,Table,,BI_DB_dbo,BI_DB_MonthlyRiskScore,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_monthlyriskscore,yes,yes,yes,9,9,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Monthly_InterestPayment_Dashboard.md,Table,,BI_DB_dbo,BI_DB_Monthly_InterestPayment_Dashboard,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_Affiliates_FraudMonitoring_Relations.md,Table,,BI_DB_dbo,BI_DB_M_Affiliates_FraudMonitoring_Relations,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_AML_Account_Closed.md,Table,,BI_DB_dbo,BI_DB_M_AML_Account_Closed,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_AML_Finance_Report.md,Table,,BI_DB_dbo,BI_DB_M_AML_Finance_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_AML_Report.md,Table,,BI_DB_dbo,BI_DB_M_AML_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_AML_Report_AGG.md,Table,,BI_DB_dbo,BI_DB_M_AML_Report_AGG,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_Compliance_CDIM_Report.md,Table,,BI_DB_dbo,BI_DB_M_Compliance_CDIM_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months.md,Table,,BI_DB_dbo,BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months_Instrument.md,Table,,BI_DB_dbo,BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months_Instrument,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_LifeStage_Matrix.md,Table,,BI_DB_dbo,BI_DB_M_LifeStage_Matrix,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_SB_Fiktive_Table.md,Table,,BI_DB_dbo,BI_DB_M_SB_Fiktive_Table,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Negative_Balance_Monitor_Risk.md,Table,,BI_DB_dbo,BI_DB_Negative_Balance_Monitor_Risk,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Negative_Market_Monthly_Aggregated.md,Table,,BI_DB_dbo,BI_DB_Negative_Market_Monthly_Aggregated,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_NewBonusReport.md,Table,,BI_DB_dbo,BI_DB_NewBonusReport,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_newbonusreport,yes,yes,yes,20,20,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_NewContactsActivityPerRep.md,Table,,BI_DB_dbo,BI_DB_NewContactsActivityPerRep,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_NonPI_HighAUM.md,Table,,BI_DB_dbo,BI_DB_NonPI_HighAUM,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_NonUS_Logins.md,Table,,BI_DB_dbo,BI_DB_NonUS_Logins,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_NOP_Distribution_Crypto.md,Table,,BI_DB_dbo,BI_DB_NOP_Distribution_Crypto,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_NOP_Risk_Daily.md,Table,,BI_DB_dbo,BI_DB_NOP_Risk_Daily,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Affiliates.md,Table,,BI_DB_dbo,BI_DB_Operations_Monthly_KPIs_Affiliates,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Cashouts.md,Table,,BI_DB_dbo,BI_DB_Operations_Monthly_KPIs_Cashouts,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Verifications.md,Table,,BI_DB_dbo,BI_DB_Operations_Monthly_KPIs_Verifications,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Wires.md,Table,,BI_DB_dbo,BI_DB_Operations_Monthly_KPIs_Wires,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md,Table,,BI_DB_dbo,BI_DB_Operations_Onboarding_Flow_UserKPIs,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,yes,yes,yes,85,85,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_Fraud_Alert_Analysis.md,Table,,BI_DB_dbo,BI_DB_OPS_Fraud_Alert_Analysis,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_fraud_alert_analysis,yes,yes,yes,56,56,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_HighCompensationsVsDeposits.md,Table,,BI_DB_dbo,BI_DB_OPS_HighCompensationsVsDeposits,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md,Table,,BI_DB_dbo,BI_DB_OPS_KYC_Verification,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_kyc_verification,yes,yes,yes,29,29,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport.md,Table,,BI_DB_dbo,BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MultipleAccounts.md,Table,,BI_DB_dbo,BI_DB_OPS_MultipleAccounts,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_VerificationLevel2Stuck.md,Table,,BI_DB_dbo,BI_DB_OPS_VerificationLevel2Stuck,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_VerificationPipeline_OverLevel2.md,Table,,BI_DB_dbo,BI_DB_OPS_VerificationPipeline_OverLevel2,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,yes,yes,yes,18,15,0,83.3,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Outliers_New.md,Table,,BI_DB_dbo,BI_DB_Outliers_New,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PastYearsGain.md,Table,,BI_DB_dbo,BI_DB_PastYearsGain,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PaymentSent_Results.md,Table,,BI_DB_dbo,BI_DB_PaymentSent_Results,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Payoneer_Revenue_Report.md,Table,,BI_DB_dbo,BI_DB_Payoneer_Revenue_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PIPs_Report_MID_Settings.md,Table,,BI_DB_dbo,BI_DB_PIPs_Report_MID_Settings,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_Affiliate.md,Table,,BI_DB_dbo,BI_DB_PI_Affiliate,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_Dashboard_COPYDATA_RuningSideBySide.md,Table,,BI_DB_dbo,BI_DB_PI_Dashboard_COPYDATA_RuningSideBySide,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_Gain.md,Table,,BI_DB_dbo,BI_DB_PI_Gain,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_GainDaily.md,Table,,BI_DB_dbo,BI_DB_PI_GainDaily,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_Positions.md,Table,,BI_DB_dbo,BI_DB_PI_Positions,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_StatusPanel.md,Table,,BI_DB_dbo,BI_DB_PI_StatusPanel,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_pi_statuspanel,yes,yes,yes,13,13,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_WeeklyTrades.md,Table,,BI_DB_dbo,BI_DB_PI_WeeklyTrades,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PLTV.md,Table,,BI_DB_dbo,BI_DB_PLTV,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_pltv,yes,yes,yes,8,8,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionHoldingTime.md,Table,,BI_DB_dbo,BI_DB_PositionHoldingTime,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL.md,Table,,BI_DB_dbo,BI_DB_PositionPnL,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl,yes,yes,yes,42,38,0,90.5,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_Agg_daily_Staking.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_Agg_daily_Staking,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_EU_Custody.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_EU_Custody,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_eu_custody,yes,yes,yes,33,30,0,90.9,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_EU_Custody_Instrument_Agg.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_EU_Custody_Instrument_Agg,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_SWITCH.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_SWITCH,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UK_Custody.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_UK_Custody,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody,yes,yes,yes,33,30,0,90.9,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UK_Custody_Resolver.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_UK_Custody_Resolver,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positionpnl_uk_custody_resolver,yes,yes,yes,12,9,0,75.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UK_Instrument_Agg.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_UK_Instrument_Agg,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UnrealizedPnL_Close_Adjustment.md,Table,,BI_DB_dbo,BI_DB_PositionPnL_UnrealizedPnL_Close_Adjustment,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Positions_Closed_To_IBAN.md,Table,,BI_DB_dbo,BI_DB_Positions_Closed_To_IBAN,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positions_closed_to_iban,yes,yes,yes,3,3,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Positions_Opened_From_IBAN.md,Table,,BI_DB_dbo,BI_DB_Positions_Opened_From_IBAN,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_positions_opened_from_iban,yes,yes,yes,3,3,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ProfessionalCustomers.md,Table,,BI_DB_dbo,BI_DB_ProfessionalCustomers,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ProfessionalCustomersDocuments.md,Table,,BI_DB_dbo,BI_DB_ProfessionalCustomersDocuments,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ProfessionalCustomersPending.md,Table,,BI_DB_dbo,BI_DB_ProfessionalCustomersPending,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PR_MonthlyData.md,Table,,BI_DB_dbo,BI_DB_PR_MonthlyData,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PTM_Levy_Report.md,Table,,BI_DB_dbo,BI_DB_PTM_Levy_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Publications.md,Table,,BI_DB_dbo,BI_DB_Publications,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_QMMF_Report.md,Table,,BI_DB_dbo,BI_DB_QMMF_Report,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_qmmf_report,yes,yes,yes,12,12,0,100.0,OK
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_QMMF_Report_Finance.md,Table,,BI_DB_dbo,BI_DB_QMMF_Report_Finance,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_QSR_Balance_New.md,Table,,BI_DB_dbo,BI_DB_QSR_Balance_New,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_QTFN_Report.md,Table,,BI_DB_dbo,BI_DB_QTFN_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
SYNAPSE,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Q_AML_EDD_US_Report.md,Table,,BI_DB_dbo,BI_DB_Q_AML_EDD_US_Report,,no,no,no,0,0,0,0.0,NOT_MAPPED
