statement_idx,uc_table,uc_column,status,error
2055,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,CompensationReasonID,OK,
2056,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,DateID,OK,
2057,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,DemoCID,OK,
2058,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,DepositID,OK,
2059,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,FundingTypeID,OK,
2060,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,GCID,OK,
2061,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,HistoryID,OK,
2062,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,IPNumber,OK,
2063,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,InstrumentID,OK,
2064,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,IsReal,OK,
2065,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,LoginID,OK,
2066,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,MirrorID,OK,
2067,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,PlatformTypeID,OK,
2068,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,PositionID,OK,
2069,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,PostID,OK,
2070,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,RealCID,OK,
2071,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,TimeID,OK,
2072,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,WithdrawID,OK,
2073,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,WithdrawPaymentID,OK,
2074,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,Amount,OK,
2075,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,CID,OK,
2076,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,CloseDateID,OK,
2077,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,CloseMirrorActionType,OK,
2078,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,CloseOccurred,OK,
2079,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,DepositSummary,OK,
2080,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,GuruTPV,OK,
2081,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,InitialInvestment,OK,
2082,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,IsActive,OK,
2083,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,IsCopyFundMirror,OK,
2084,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,IsOpenOpen,OK,
2085,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,MirrorID,OK,
2086,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,MirrorSL,OK,
2087,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,MirrorSLPercentage,OK,
2088,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,MirrorTypeID,OK,
2089,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,OpenDateID,OK,
2090,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,OpenOccurred,OK,
2091,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,ParentCID,OK,
2092,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,ParentUserName,OK,
2093,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,PauseCopy,OK,
2094,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,RealizedEquity,OK,
2095,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,RealziedPnL,OK,
2096,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,SessionID,OK,
2097,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,UseCopyDividend,OK,
2098,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,WithdrawalSummary,OK,
2099,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,AccountManagerID,OK,
2100,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,AccountStatusID,OK,
2101,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,AccountTypeID,OK,
2102,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,Address,OK,
2103,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,AffiliateID,OK,
2104,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,Bankruptcy,OK,
2105,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,City,OK,
2106,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,CommunicationLanguageID,OK,
2107,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,CountryID,OK,
2108,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,CurentValue,OK,
2109,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,CustomerChangeTypeID,OK,
2110,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DateRangeID,OK,
2111,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DemoCID,OK,
2112,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DesignatedRegulationID,OK,
2113,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DltID,OK,
2114,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DltStatusID,OK,
2115,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DocsOK,OK,
2116,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,DocumentStatusID,OK,
2117,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,Email,OK,
2118,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,EquiLendID,OK,
2119,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,EvMatchStatus,OK,
2120,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,Evangelist,OK,
2121,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,FromDateID,OK,
2122,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,GCID,OK,
2123,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,GuruStatusID,OK,
2124,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,IsCreditReportValidCB,OK,
2125,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,IsDepositor,OK,
2126,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,IsEmailVerified,OK,
2127,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,IsPhoneVerified,OK,
2128,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,IsValidCustomer,OK,
2129,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,LabelID,OK,
2130,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,LanguageID,OK,
2131,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,MifidCategorizationID,OK,
2132,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PendingClosureStatusID,OK,
2133,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PhoneNumber,OK,
2134,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PhoneVerificationDateID,OK,
2135,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerLevelID,OK,
2136,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerStatusID,OK,
2137,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerStatusReasonID,OK,
2138,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerStatusSubReasonID,OK,
2139,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PremiumAccount,OK,
2140,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PreviousValue,OK,
2141,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,RealCID,OK,
2142,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,RegionID,OK,
2143,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,RegulationID,OK,
2144,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,RiskClassificationID,OK,
2145,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,RiskStatusID,OK,
2146,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,StocksLendingStatusID,OK,
2147,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,SuitabilityTestStatusID,OK,
2148,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,ToDateID,OK,
2149,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,VerificationLevelID,OK,
2150,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,WeekendFeePrecentage,OK,
2151,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,Zip,OK,
2152,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,AUM,OK,
2153,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,BonusCredit,OK,
2154,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,CID,OK,
2155,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,Credit,OK,
2156,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,CreditID,OK,
2157,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,DateRangeID,OK,
2158,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,FromDateID,OK,
2159,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,InProcessCashouts,OK,
2160,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,RealizedEquity,OK,
2161,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,ToDateID,OK,
2162,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalCash,OK,
2163,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalCashCalculation,OK,
2164,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalCryptoPositionAmount,OK,
2165,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalCryptoPositionAmount_TRS,OK,
2166,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalMirrorCash,OK,
2167,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalMirrorCryptoPositionAmount,OK,
2168,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalMirrorCryptoPositionAmount_TRS,OK,
2169,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalMirrorPositionsAmount,OK,
2170,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalMirrorStockOrders,OK,
2171,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalMirrorStockPositionAmount,OK,
2172,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalPositionsAmount,OK,
2173,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalRealCrypto,OK,
2174,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalRealCryptoLoan,OK,
2175,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalRealStocks,OK,
2176,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalStockOrders,OK,
2177,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,TotalStockPositionAmount,OK,
2178,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,Total_TRSCrypto,OK,
2179,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,AUM,OK,
2180,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,BonusCredit,OK,
2181,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CID,OK,
2182,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CommissionByUnitsCrypto_TRS,OK,
2183,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CommissionByUnitsFuturesReal,OK,
2184,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CommissionOnOpen,OK,
2185,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CopyCryptoPositionPnL,OK,
2186,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CopyCryptoPositionPnL_TRS,OK,
2187,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CopyFundAUM,OK,
2188,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CopyFundPnL,OK,
2189,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CopyPositionPnL,OK,
2190,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Credit,OK,
2191,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CryptoPositionPnL,OK,
2192,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,CryptoPositionPnL_TRS,OK,
2193,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,DateID,OK,
2194,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,FullCommissionByUnitsCrypto_TRS,OK,
2195,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,FullCommissionByUnitsFuturesReal,OK,
2196,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,InProcessCashouts,OK,
2197,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,ManualCryptoPositionPnL,OK,
2198,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,ManualCryptoPositionPnL_TRS,OK,
2199,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,ManualRealFuturesPositionPnL,OK,
2200,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,MirrorRealFuturesPositionPnL,OK,
2201,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,MirrorStocksPositionPnL,OK,
2202,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP,OK,
2203,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP_CFD,OK,
2204,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP_Crypto,OK,
2205,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP_Crypto_CFD,OK,
2206,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP_Crypto_TRS,OK,
2207,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP_FuturesReal,OK,
2208,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,NOP_StocksMargin,OK,
2209,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Notional,OK,
2210,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Notional_CFD,OK,
2211,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Notional_Crypto,OK,
2212,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Notional_Crypto_CFD,OK,
2213,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Notional_Crypto_TRS,OK,
2214,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Notional_FuturesReal,OK,
2215,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,PositionPnL,OK,
2216,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,PositionPnLCryptoReal,OK,
2217,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,PositionPnLFuturesReal,OK,
2218,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,PositionPnLStocksMargin,OK,
2219,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,PositionPnLStocksReal,OK,
2220,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,RealizedEquity,OK,
2221,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,StandardDeviation,OK,
2222,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,StocksPositionPnL,OK,
2223,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalCash,OK,
2224,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalCryptoPositionAmount,OK,
2225,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalCryptoPositionAmount_TRS,OK,
2226,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalFuturesProviderMargin,OK,
2227,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalMirrorCash,OK,
2228,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalMirrorPositionsAmount,OK,
2229,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalMirrorRealFuturesPositionAmount,OK,
2230,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalMirrorStockOrders,OK,
2231,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalMirrorStockPositionAmount,OK,
2232,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalPositionsAmount,OK,
2233,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalRealCrypto,OK,
2234,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalRealFutures,OK,
2235,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalRealStocks,OK,
2236,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalStockMarginLoanValue,OK,
2237,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalStockOrders,OK,
2238,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalStockPositionAmount,OK,
2239,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,TotalStocksMargin,OK,
2240,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,Total_TRSCrypto,OK,
2241,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,DocsOK,OK,
2242,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,GCID,OK,
2243,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,IsAddressProof,OK,
2244,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,IsDepositor,OK,
2245,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,IsIDProof,OK,
2246,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,IsPhoneVerified,OK,
2247,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,IsValidCustomer,OK,
2248,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,VerificationLevelID,OK,
2249,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,DocsOK,OK,
2250,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,GCID,OK,
2251,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,IsAddressProof,OK,
2252,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,IsDepositor,OK,
2253,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,IsIDProof,OK,
2254,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,IsPhoneVerified,OK,
2255,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,IsValidCustomer,OK,
2256,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,VerificationLevelID,OK,
2257,main.etoro_kpi_prep.gold_de_user_dim_ddr_customer_dailystatus_scd,RealCID,OK,
2258,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,Amount,OK,
2259,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,Country,OK,
2260,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,InstrumentType,OK,
2261,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,IsCreditReportValidCB,OK,
2262,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,IsSettled,OK,
2263,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,MifidCategory,OK,
2264,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,PlayerLevel,OK,
2265,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,PlayerStatus,OK,
2266,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,Regulation,OK,
2267,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_audit_auxillary_datapoints,YearMonth,OK,
2268,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,CUSIP,OK,
2269,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Close_CalculationRate,OK,
2270,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Close_ConversionRate,OK,
2271,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Close_NOP,OK,
2272,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Close_PnLInDollars,OK,
2273,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Close_PriceType,OK,
2274,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,CurrentCalculationRate,OK,
2275,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,CurrentConversionRate,OK,
2276,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Current_NOP,OK,
2277,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Date,OK,
2278,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,DateID,OK,
2279,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,Exchange,OK,
2280,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,HedgeServerID,OK,
2281,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,ISINCode,OK,
2282,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,InstrumentDisplayName,OK,
2283,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,InstrumentID,OK,
2284,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,IsCreditReportValidCB,OK,
2285,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,IsSettled,OK,
2286,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,IsValidCustomer,OK,
2287,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,LiquidityAccountID,OK,
2288,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_finance_non_us_settlement_new_2025,LiquidityAccountName,OK,
2289,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ifrs15_daily_balance,Date,OK,
2290,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ifrs15_daily_balance,IsCreditReportValidCB,OK,
2291,main.finance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ifrs15_daily_balance,IsDLTUser,OK,
