idx,uc_target,column,status,error
245,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_dealingdashboard_clients,etr_ym,OK,
246,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_dealingdashboard_clients,etr_ymd,OK,
247,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_eodrecon,etr_y,OK,
248,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_eodrecon,etr_ym,OK,
249,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_eodrecon,etr_ymd,OK,
250,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_numberofpositionsopened_agg,etr_y,OK,
251,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_numberofpositionsopened_agg,etr_ym,OK,
252,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_numberofpositionsopened_agg,etr_ymd,OK,
253,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,etr_y,OK,
254,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,etr_ym,OK,
255,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,etr_ymd,OK,
256,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,etr_y,OK,
257,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,etr_ym,OK,
258,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,etr_ymd,OK,
259,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,etr_y,OK,
260,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,etr_ym,OK,
261,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,etr_ymd,OK,
262,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,etr_y,OK,
263,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,etr_ym,OK,
264,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,etr_ymd,OK,
265,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletentity,etr_y,OK,
266,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletentity,etr_ym,OK,
267,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletentity,etr_ymd,OK,
268,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_price,etr_y,OK,
269,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_price,etr_ym,OK,
270,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_price,etr_ymd,OK,
