node,total_weight,src_wiki,src_genie,src_kpi,src_kpi_prep,src_tableau
BI_DB_dbo.BI_DB_Diversification,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Instrument_Overview,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Investors_Unclustered,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_M_AML_Finance_Report,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Negative_Balance_Monitor_Risk,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_NewBonusReport,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_OPS_VerificationPipeline_OverLevel2,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Wires,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_PositionPnL_UK_Custody_Resolver,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Stocks_HS121_CIDs,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Stocks_HS125,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_Stocks_Opportunities,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_US_Apex_Rejected_Accounts,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_US_Customer_Acount_Reconcilation,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_US_Mailing_Address_Non_US_Regulation,15.00,15,0,0,0,0
BI_DB_dbo.BI_DB_W8_Users_Status,15.00,15,0,0,0,0
BI_DB_dbo.Group_LTV_Table,15.00,15,0,0,0,0
Billing.Depot,15.00,13,2,0,0,0
DWH_dbo.Dim_Fund,15.00,15,0,0,0,0
DWH_dbo.Dim_VerificationLevel,15.00,14,0,1,0,0
DWH_dbo.Fact_SnapshotEquity,15.00,15,0,0,0,0
Dealing_dbo.Dealing_CEPDailyAudit_CPToRule,15.00,15,0,0,0,0
Dealing_dbo.Dealing_CEPDailyAudit_Conditions,15.00,15,0,0,0,0
Dealing_dbo.Dealing_Marex_Recon_Trades,15.00,15,0,0,0,0
EXW_Wallet.AmlProviderUsers,15.00,15,0,0,0,0
EXW_dbo.External_WalletDB_Wallet_TransactionsView,15.00,15,0,0,0,0
History.Orders,15.00,0,15,0,0,0
Trade.Indexdividends,15.00,0,15,0,0,0
Trade.Orders,15.00,0,15,0,0,0
Wallet.WalletAssets,15.00,15,0,0,0,0
bi_output.vg_fact_snapshotcustomer_for_emoney_genie,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_audit_trail,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_customer_info,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_customer_logins,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_deposits,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_emoney_customer_info,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_emoney_transactions,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_kyc_answers,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_positions_details,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_relations,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_trading_summary,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_ops_withdrawals,15.00,0,15,0,0,0
bi_output_stg.bi_output_operations_risk_alert_management_tool,15.00,0,15,0,0,0
eMoney_Tribe.AccountsActivities_AccountActivity-833937,15.00,15,0,0,0,0
eMoney_Tribe.SettlementsTransactions_RiskActions-236807,15.00,15,0,0,0,0
eMoney_dbo.eMoney_Dim_Country_Rollout,15.00,15,0,0,0,0
general.bronze_sts_audit_stsaudit_useroperations,15.00,0,15,0,0,0
trading.bronze_db_logs_trade_orderforopen,15.00,0,15,0,0,0
BI_DB_dbo.BI_DB_AML_Daily_Alerts,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_ApproperiatenessTest_FTP_CID_Level,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Corporates_SummaryReport,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_InterestMonthly,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Investment_Monthly_Data,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Investors,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Investors_STG,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Local_Currencies_MIMO,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_NonPI_HighAUM,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_OPS_KYC_Verification,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_PositionPnL_EU_Custody,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Snapshot_CID_LifeStageDefinition,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_UK_CommissionReport_byLeverage,14.00,14,0,0,0,0
BI_DB_dbo.BI_DB_Vulnerability_Positions,14.00,14,0,0,0,0
Billing.WithdrawToFunding,14.00,14,0,0,0,0
DWH_dbo.Dim_Desk,14.00,14,0,0,0,0
DWH_dbo.Dim_Instrument_Snapshot,14.00,14,0,0,0,0
DWH_dbo.Dim_PendingClosureStatus,14.00,14,0,0,0,0
Dim_Country.Name,14.00,14,0,0,0,0
EXW_Wallet.WalletAssets,14.00,14,0,0,0,0
EXW_dbo.EXW_InternalWallet,14.00,14,0,0,0,0
EXW_dbo.Staking_WalletUserRewards,14.00,14,0,0,0,0
Trade.GetInstrument,14.00,14,0,0,0,0
Trade.Instrumentgroups,14.00,0,12,0,2,0
Tribe.AccountsActivities_SecurityChecks-471048,14.00,14,0,0,0,0
Tribe.Authorizes_SecurityChecks-30662,14.00,14,0,0,0,0
Wallet.AmlValidations,14.00,14,0,0,0,0
Wallet.ConversionTransactions,14.00,14,0,0,0,0
Wallet.SentTransactionOutputs,14.00,14,0,0,0,0
etoro_kpi_prep.mv_revenue_trading,14.00,0,0,0,14,0
mixpanel.login_events,14.00,0,13,1,0,0
mixpanel.silver,14.00,0,14,0,0,0
BI_DB_dbo.External_MoneyTransfer_Billing_Transfers,13.50,0,0,0,0,27
BI_DB_dbo.BI_DB_ABook_Exposure_History,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_ABook_Exposure_NOPHedged,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_AML_Benchmarks_Risk_Classification,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_CID_BalanceDays,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_CopyDailyData,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_Crypto_Active_Open_Churn_Winback,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_DDR_Fact_MIMO_Trading_Platform,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_DailyRiskAlert,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_LTV_By_FTD_MOP,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_PI_Affiliate,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_ProfessionalCustomersPending,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_TicketsForOPS_NEW,13.00,13,0,0,0,0
BI_DB_dbo.BI_DB_US_Citizens_Under_Non_US_Regulation,13.00,13,0,0,0,0
BI_DB_dbo.UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel,13.00,13,0,0,0,0
DWH_dbo.Dim_BonusType,13.00,13,0,0,0,0
DWH_dbo.Dim_HistorySplitRatio,13.00,13,0,0,0,0
DWH_dbo.Dim_Label,13.00,13,0,0,0,0
DWH_dbo.Dim_PhoneVerified,13.00,13,0,0,0,0
DWH_dbo.Fact_Guru_Copiers,13.00,2,11,0,0,0
DWH_dbo.V_Dim_Customer,13.00,13,0,0,0,0
Dealing_dbo.DSC_HedgeOnIndices,13.00,13,0,0,0,0
Dealing_dbo.Dealing_IGReconTrades,13.00,13,0,0,0,0
Dictionary.Gurustatus,13.00,0,11,0,2,0
Dim_Regulation.Name,13.00,13,0,0,0,0
EXW_Wallet.WalletAddresses,13.00,13,0,0,0,0
EXW_dbo.EXW_UserSettingsWalletAllowance,13.00,13,0,0,0,0
EXW_dbo.EXW_WalletElligibleCountries,13.00,13,0,0,0,0
Wallet.FinanceReportRecords,13.00,13,0,0,0,0
Wallet.PaymentTransactions,13.00,13,0,0,0,0
bi_output.bi_output_vg_customer_snapshot_test,13.00,0,13,0,0,0
data_rooms.vw_mixpanel_login_events,13.00,0,13,0,0,0
eMoney_Tribe.SettlementsTransactions_SettlementTransaction-637239,13.00,13,0,0,0,0
eMoney_dbo.eMoney_Dictionary_AccountSubProgram,13.00,13,0,0,0,0
etoro_kpi.ftd_funnel_v_dev,13.00,0,0,13,0,0
etoro_kpi_stg.crm_quality_assessment_per_case_v,13.00,0,12,0,1,0
BI_DB_dbo.BI_DB_ABook_Exposure,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_ASIC_CreditLine_At_transfer,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_CID_NPS_Panel,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Client_Balance_Aggregate_Level_New,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_CySEC_Submission_ICF,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Daily_CID_Dividend_TaxReport,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Daily_HighCashoutEmailsForManagement,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Monthly_InterestPayment_Dashboard,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_PaymentSent_Results,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_PositionPnL_UK_Custody,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_ProfessionalCustomers,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_QTFN_Report,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Staking_Platform_Compensations,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_StocksETFs_SignificantAllocation,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_SuspiciousActivityTrading_Investing,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_TIN_Gap_Temp_pop,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Trading_Failures_Risk,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Twitter,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_Vulnerability_CanceledWithdrawals,12.00,12,0,0,0,0
BI_DB_dbo.BI_DB_W_Tue_Email_for_KYT,12.00,12,0,0,0,0
Billing.ProtocolMIDSettings,12.00,12,0,0,0,0
DWH_dbo.Dim_ClosePositionReason,12.00,11,0,1,0,0
DWH_dbo.Dim_RiskClassification,12.00,12,0,0,0,0
Dealing_dbo.Dealing_CEPWeeklyAudit_CP,12.00,12,0,0,0,0
Dealing_dbo.Dealing_VisionRecon_EODHoldings,12.00,12,0,0,0,0
Dealing_dbo.Dealing_VisionRecon_Trades,12.00,12,0,0,0,0
Dictionary.Tradinginstrumentgroups,12.00,0,12,0,0,0
EXW_Wallet.FiatTypes,12.00,12,0,0,0,0
EXW_Wallet.RequestStatuses,12.00,12,0,0,0,0
EXW_dbo.New_UsersAndWallets_Inventory,12.00,12,0,0,0,0
Trade.Futuresmetadata,12.00,0,12,0,0,0
Wallet.Payments,12.00,12,0,0,0,0
Wallet.SentTransactions,12.00,12,0,0,0,0
bi_output.bi_output_finance_tables_bi_db_positions_closed_to_iban,12.00,0,9,0,3,0
bi_output.bi_output_finance_tables_bi_db_positions_opened_from_iban,12.00,0,9,0,3,0
bi_output_stg.customer_ddr_dailystatus_scd_test,12.00,0,12,0,0,0
data_rooms.vw_bi_output_dealing_newinstruments,12.00,0,12,0,0,0
eMoney_Tribe.CardsSnapshots_Account-513255,12.00,12,0,0,0,0
eMoney_Tribe.CardsSnapshots_Accounts-350640,12.00,12,0,0,0,0
eMoney_dbo.eMoney_Dictionary_AccountProgram,12.00,12,0,0,0,0
etoro_kpi.vg_customer_customer_first_dates,12.00,0,7,5,0,0
finance.bronze_sodreconciliation_apex_ext869_cashactivity,12.00,0,9,0,3,0
BI_DB_dbo.BI_DB_AML_Daily_Alerts_History,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_DDR_Fact_Non_Revenue_Generating_Actions,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_Daily_AffiliatesPaidAndCashout,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Staking_Report,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_M_Affiliates_FraudMonitoring_Relations,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_M_LifeStage_Matrix,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_PI_WeeklyTrades,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN,11.00,8,0,0,3,0
BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN,11.00,8,0,0,3,0
BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Market_Value,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_Technical_Issues_Compensation_Risk,11.00,11,0,0,0,0
BI_DB_dbo.BI_DB_USA_FinanceReport_forTax,11.00,11,0,0,0,0
BackOffice.BonusType,11.00,11,0,0,0,0
BackOffice.Manager,11.00,10,1,0,0,0
Customer.ExtendedUserField,11.00,11,0,0,0,0
DWH_dbo.Dim_CompensationReason,11.00,11,0,0,0,0
DWH_dbo.Dim_ScreeningStatus,11.00,11,0,0,0,0
DWH_dbo.Fact_Deposit_Fees,11.00,11,0,0,0,0
DWH_staging.PriceLog_Candles_CurrencyPriceMaxDateWithSplitView,11.00,11,0,0,0,0
Dealing_dbo.Dealing_Duco_ActivityRecon,11.00,11,0,0,0,0
Dealing_dbo.Dealing_JPMReconTrades,11.00,11,0,0,0,0
Dealing_dbo.Dealing_Marex_Recon_Trades_Futures,11.00,11,0,0,0,0
Dictionary.CountryBin6,11.00,11,0,0,0,0
Dictionary.MarketingRegion,11.00,11,0,0,0,0
EXW_dbo.EXW_ECPBank,11.00,11,0,0,0,0
EXW_dbo.EXW_SimplexMapping,11.00,11,0,0,0,0
EXW_dbo.EXW_TestUsers,11.00,11,0,0,0,0
EXW_dbo.EXW_WalletUsers_30_Days,11.00,11,0,0,0,0
Trade.Fund,11.00,11,0,0,0,0
bi_output.vg_emoney_panel_firstdates_em1,11.00,0,11,0,0,0
config.bronze_dba_dbo_historydbsizes,11.00,0,11,0,0,0
config.bronze_dba_dbo_historytablesizes,11.00,0,11,0,0,0
dbo.Entries,11.00,11,0,0,0,0
dealing.bronze_etorologs_real_hedge_emsorders,11.00,0,11,0,0,0
eMoney_Tribe.AccountsActivities_862157,11.00,11,0,0,0,0
eMoney_Tribe.Authorizes_Authorize-312243,11.00,11,0,0,0,0
eMoney_Tribe.CardsSnapshots_CardSnapshot-140457,11.00,11,0,0,0,0
etoro_kpi.ftd_funnel_fr,11.00,0,11,0,0,0
etoro_kpi.ftd_funnel_uk,11.00,0,11,0,0,0
etoro_kpi_prep.v_fact_customeraction_w_metrics,11.00,0,0,0,11,0
etoro_kpi_stg.crm_csat_survey_per_case_v,11.00,0,10,0,1,0
etoro_kpi_stg.crm_user_v,11.00,0,10,0,1,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_bank_concentration,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_client_daily_mix,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_corporate_daily_mix,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_data_quality,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_liquidity_daily,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_maturity_ladder,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_gold_treasury_qmmf_consent,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_silver_mmf_fund_characteristics,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_silver_treasury_mapping,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_silver_treasury_term_deposits,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_silver_treasury_term_deposits_app,11.00,0,11,0,0,0
finance_hubs_stg.bi_output_finance_hubs_silver_treasury_trial_balance,11.00,0,11,0,0,0
general.bronze_etorogeneral_history_gurucopiers,11.00,0,11,0,0,0
BI_DB_dbo.BI_DB_AML_Benchmarks_AML_Alerts,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Bing_PBI_Daily_Perf,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Bing_PBI_Group_Dict,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_CMR_Phase2_FinraGap,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_CMR_Phase2_Finra_NonCash_Comps,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Compensation_Activity_Data_Regulation,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_CustomerCross,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_DDR_Fact_MIMO_Options_Platform,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_DailyDividendsByPosition,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_DailyNOP_ByInstrument,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Finance_Net_MIMO,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_FirstTimeFunded,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_FirstTimeRev10,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_German_Open_Real_Crypto_Positions_Daily,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_ICF_Report,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Investment_PIMeetup,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_KYC_Knowledge_Assessment,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_LimitedAccountsWithReasons,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Verifications,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_PastYearsGain,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Reg_UK_Compliance_VolumeByInstrument,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_Tax_1099_PartB,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_US_Mailing_Address_Non_US_Regulation_Email,10.00,10,0,0,0,0
BI_DB_dbo.BI_DB_rsk_Risk_PI_Stats,10.00,10,0,0,0,0
BI_DB_dbo.Compliance_BI_Leverage_Dashboard,10.00,10,0,0,0,0
BI_DB_dbo.DWH_CIDsDailyRisk,10.00,10,0,0,0,0
DWH_dbo.Dim_Instrument_Correlation,10.00,10,0,0,0,0
DWH_dbo.Fact_RegulationTransfer,10.00,10,0,0,0,0
DWH_dbo.Fact_Settlement_Prices,10.00,10,0,0,0,0
DWH_dbo.Fact_SnapshotCustomerCloseYear,10.00,10,0,0,0,0
Dealing_dbo.Dealing_Apex_PnL,10.00,10,0,0,0,0
Dealing_dbo.Dealing_Apex_PnL_Daily,10.00,10,0,0,0,0
Dealing_dbo.Dealing_Execution_Slippage,10.00,10,0,0,0,0
Dictionary.FundingType,10.00,10,0,0,0,0
Dim_Country.CountryID,10.00,10,0,0,0,0
EXW_Wallet.ReceivedTransactionStatuses,10.00,10,0,0,0,0
EXW_Wallet.SentTransactionStatuses,10.00,10,0,0,0,0
EXW_dbo.EXW_WalletClosedCountryProjects,10.00,10,0,0,0,0
EXW_dbo.EXW_WalletLogins,10.00,10,0,0,0,0
EXW_dbo.GetProviderUserIDNormalized,10.00,10,0,0,0,0
History.CurrencyPrice,10.00,10,0,0,0,0
Staking.StakingRewards,10.00,10,0,0,0,0
Trade.CurrencyPrice,10.00,10,0,0,0,0
Tribe.Authorizes_RiskActions-796100,10.00,10,0,0,0,0
Tribe.SettlementsTransactions_RiskActions-236807,10.00,10,0,0,0,0
Wallet.FiatTypes,10.00,10,0,0,0,0
Wallet.WalletAddresses,10.00,10,0,0,0,0
Wallet.WalletPoolStatuses,10.00,10,0,0,0,0
bi_db.bronze_etoro_price_exchange,10.00,0,10,0,0,0
bi_output.bi_output_customer_customer_support_case,10.00,0,10,0,0,0
bi_output.bi_output_vg_crm_user,10.00,0,10,0,0,0
bi_output.vg_positionsvolumeandattributes_lc4_source,10.00,0,10,0,0,0
dbo.V_CustomerAnswers,10.00,10,0,0,0,0
dealing.bestexecution_results,10.00,0,10,0,0,0
eMoney_dbo.eMoney_BankPaymentsUK,10.00,10,0,0,0,0
eMoney_dbo.eMoney_Daily_MIMO_New_Reports_Action,10.00,10,0,0,0,0
eMoney_dbo.eMoney_Dictionary_TransactionType,10.00,10,0,0,0,0
eMoney_dbo.eMoney_Reports_ClubUpgrade,10.00,10,0,0,0,0
eMoney_dbo.v_eMoney_Dim_Account,10.00,10,0,0,0,0
etoro_kpi.v_spaceship_fees,10.00,0,0,10,0,0
etoro_kpi.vg_dealing_clicks_openclose_breakdown,10.00,0,7,3,0,0
etoro_kpi_prep_stg.v_fact_customeraction_w_metrics,10.00,0,0,0,10,0
etoro_kpi_stg.vw_raf_for_genie2,10.00,0,2,0,8,0
BI_DB_dbo.BI_DB_AML_Affiliate_Abuse_SameDeviceID,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Adwords_Ad_Conv,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_CashRiskMatrix,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Cashout_Performance_Monitoring,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New_Blocked,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Compensation_Activity_Data_CompensationReason,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_CorpDevDashboard,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_CryptoMarketingList,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_CustomerCross_New,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Depositors_By_Managers,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_FirstTimeRev5,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_German_Crypto_Transition_To_Tangany,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Instruments_BidAndAsk,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_M_ESMA_ProfitableClients_CFD_Last12Months_Instrument,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Mirror_Assets_Allocation,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_Negative_Market_Monthly_Aggregated,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_QMMF_Report_Finance,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_RevenueForum,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_RiskClassification,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_US_Apex_Corporate_CA_Apex,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_US_Apex_Transactions_Trading_Activity,9.00,9,0,0,0,0
BI_DB_dbo.BI_DB_rsk_Risk_PI_Correl,9.00,9,0,0,0,0
BI_DB_dbo.DWH_CIDs7DaysDeviation,9.00,9,0,0,0,0
BI_DB_dbo.LTV_FromDB_ToBigQuery,9.00,9,0,0,0,0
Billing.Fundingdatafactory,9.00,0,9,0,0,0
Compliance.CustomerInteractionActionCounts,9.00,9,0,0,0,0
DWH_dbo.Dim_Platform,9.00,9,0,0,0,0
DWH_dbo.Dim_RedeemStatus,9.00,9,0,0,0,0
Dealing_dbo.Dealing_CEPWeeklyAudit_ListCIDMapping,9.00,9,0,0,0,0
Dealing_dbo.Dealing_Marex_Recon_EODHoldings,9.00,9,0,0,0,0
Dim_Customer.GCID,9.00,9,0,0,0,0
EXW_dbo.EXW_EthFeeSent_Blockchain,9.00,9,0,0,0,0
EXW_dbo.EXW_FCA_UserLogin,9.00,9,0,0,0,0
EXW_dbo.Staking_ETH_Rewards_Parameters,9.00,9,0,0,0,0
Trade.InterestMonthly,9.00,9,0,0,0,0
Wallet.Requests,9.00,9,0,0,0,0
bi_db.bronze_fivetran_google_sheets_pis_lists_country_level,9.00,0,9,0,0,0
bi_db.bronze_fivetran_google_sheets_pis_lists_region_level,9.00,0,9,0,0,0
bi_output.bi_output_customer_social_social_feed,9.00,0,9,0,0,0
bi_output.bi_output_finance_tables_ptp_tax,9.00,0,9,0,0,0
bi_output.bi_output_finance_tables_ptp_tax_backup,9.00,0,9,0,0,0
bi_output.bi_output_finance_tables_tax_ptp_monitoring,9.00,0,9,0,0,0
bi_output.bi_output_vg_club,9.00,0,9,0,0,0
bi_output_stg.bi_output_finance_tables_ptp_tax,9.00,0,9,0,0,0
bi_output_stg.bi_output_finance_tables_ptp_tax_temp,9.00,0,9,0,0,0
bi_output_stg.bi_output_finance_tables_tax_ptp_monitoring,9.00,0,9,0,0,0
bi_output_stg.customer_interaction_current_snapshot,9.00,0,9,0,0,0
bi_output_stg.customer_requirement_current_snapshot,9.00,0,9,0,0,0
bi_output_stg.customer_user_trading_data,9.00,0,9,0,0,0
dbo.FiatAccount,9.00,9,0,0,0,0
dealing.bi_output_dealing_bestexecution_report,9.00,0,9,0,0,0
eMoney_Tribe.AccountsActivities_RiskActions-322546,9.00,9,0,0,0,0
eMoney_Tribe.AccountsSnapshots_BankAccounts-795870,9.00,9,0,0,0,0
etoro_kpi_prep.v_population_active_traders,9.00,0,0,0,9,0
etoro_kpi_prep.v_population_portfolio_only,9.00,0,0,0,9,0
