node,total_weight,src_wiki,src_genie,src_kpi,src_kpi_prep,src_tableau
etoro_kpi_prep.v_revenue_adminfee,2.00,0,0,0,2,0
etoro_kpi_prep.v_revenue_commission,2.00,0,0,0,2,0
etoro_kpi_prep.v_revenue_dividend,2.00,0,0,0,2,0
etoro_kpi_prep.v_revenue_fullcommission,2.00,0,0,0,2,0
etoro_kpi_prep.v_revenue_rollover,2.00,0,0,0,2,0
etoro_kpi_prep.v_revenue_sdrt,2.00,0,0,0,2,0
etoro_kpi_prep.v_revenue_spotadjustfee,2.00,0,0,0,2,0
etoro_kpi_stg.v_marketing_campaigns_rivery,2.00,0,0,0,2,0
experience.bronze_rafcompensations_customer_raftrackingprocessed,2.00,0,0,0,2,0
fiktivo_dbo.tblaff_Affiliates,2.00,2,0,0,0,0
general.bronze_historycosts_history_costs,2.00,0,0,0,2,0
general.bronze_recurringinvestment_recurringinvestment_planinstances,2.00,0,0,0,2,0
information_schema.catalogs,2.00,0,2,0,0,0
mixpanel.notifications_events,2.00,0,2,0,0,0
money_stg.vw_deposit,2.00,0,2,0,0,0
money_stg.vw_ftd,2.00,0,2,0,0,0
pii_data.vw_gold_torii_logs_prod,2.00,0,2,0,0,0
product_analytics_stg.bi_output_product_analytics_abtoro_experiment_participants,2.00,0,2,0,0,0
product_analytics_stg.bi_output_product_analytics_abtoro_experiment_significant_results_view,2.00,0,2,0,0,0
product_analytics_stg.bi_output_product_analytics_abtoro_experiment_user_segments_driving_significant_results_view,2.00,0,2,0,0,0
spaceship.bronze_spaceship_metabase_nova_transactions,2.00,0,0,1,1,0
spaceship.bronze_spaceship_metabase_super_transactions,2.00,0,0,1,1,0
spaceship.spaceship_metabase_voyager_user_balances,2.00,0,0,1,1,0
ApexData.ApexID,1.00,1,0,0,0,0
BI_DB_Bing_PBI_Group_Dict.id,1.00,1,0,0,0,0
BI_DB_CIDFirstDates.Channel,1.00,1,0,0,0,0
BI_DB_CIDFirstDates.SubAffiliateID,1.00,1,0,0,0,0
BI_DB_CIDFirstDates.VerificationLevel2Date,1.00,1,0,0,0,0
BI_DB_CID_DailyPanel_Club.CID,1.00,1,0,0,0,0
BI_DB_CID_MonthlyPanel_FullData.EOM_Equity,1.00,1,0,0,0,0
BI_DB_DailyCommisionReport.FirstDepositDate,1.00,1,0,0,0,0
BI_DB_DailyCommisionReport.FullDate,1.00,1,0,0,0,0
BI_DB_LTV_BI_Actual.Revenue8Y_LTV_New,1.00,1,0,0,0,0
BI_DB_LTV_BI_Actual.Revenue8Y_LTV_NoExtreme_New,1.00,1,0,0,0,0
BI_DB_M_ESMA_._Instrument,1.00,1,0,0,0,0
BI_DB_M_ESMA_._Last12Months,1.00,1,0,0,0,0
BI_DB_PositionPnL.CID,1.00,1,0,0,0,0
BI_DB_PositionPnL_EU_Custody.PositionID_Hashed,1.00,1,0,0,0,0
BI_DB_PositionPnL_UK_Custody.PositionID_Hashed,1.00,1,0,0,0,0
BI_DB_PositionPnL_UK_Custody_Resolver.PositionID_HashedEU,1.00,1,0,0,0,0
BI_DB_PositionPnL_UK_Custody_Resolver.PositionID_HashedUK,1.00,1,0,0,0,0
BI_DB_Social_Activity.ActionID,1.00,1,0,0,0,0
BI_DB_UsageTracking_SF.CID,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_AML_Periodic_Review_AR,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_AML_Periodic_Review_HR,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_AffiliateScore,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_Affiliate_Report_90898,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_AggMobileAcquisitionDaily,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_AppFlyer_Reports_Ext,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_BO_Generated_Compensations,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_CopyFund_Positions,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_CountryDCM,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_CreditLine_Amounts,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_DailyZero_TreeSize_NEW,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_ECB_RateExtractFromAPI,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_EY_Audit_Closed_Positions,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_EY_Audit_Deposits,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_EY_Audit_Opened_Positions,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_EndOfDayReport_Cashouts,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_EndOfDayReport_Redeems,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_FirstTimeRev30,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_KYC_Questions_Answers,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_LTV_BI_Actual_Daily_Snapshot,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_LiveAcquisitionDashboard,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_MarketingCloudUserBehaviorPI,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_Outliers_New,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_QSR_Volume_New,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_RevenueForum_Revenue,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_SF_Cases,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_STDSnapshots,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_TradingActivity_Risk_Daily,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_V_DDR_Daily_Panel,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_V_DDR_MIMO_AllPlatforms,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_V_DDR_Non_Revenue_Generating_Actions,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_V_DDR_PnL,1.00,1,0,0,0,0
BI_DB_dbo.BI_DB_VarCommission,1.00,1,0,0,0,0
BI_DB_dbo.BI_OUTPUT_Customer_External_Table_ISA,1.00,1,0,0,0,0
BI_DB_dbo.Client_Balance_Breakdown_Instrument_Level,1.00,1,0,0,0,0
BI_DB_dbo.Dealing_Unrealized_CryptoRebate,1.00,1,0,0,0,0
BI_DB_dbo.External_Bronze_etoro_Trade_AdminPositionLog,1.00,1,0,0,0,0
BI_DB_dbo.External_ComplianceStateDB_Compliance_CustomerInteractions,1.00,1,0,0,0,0
BI_DB_dbo.External_ComplianceStateDB_Compliance_KycFlow,1.00,1,0,0,0,0
BI_DB_dbo.External_ComplianceStateDB_Dictionary_KYCFlowType,1.00,1,0,0,0,0
BI_DB_dbo.External_ComplianceStateDB_History_KycFlow,1.00,1,0,0,0,0
BI_DB_dbo.External_Fivetran_bingads_campaign_history,1.00,1,0,0,0,0
BI_DB_dbo.External_Fivetran_bingads_keyword_performance_daily_report,1.00,1,0,0,0,0
BI_DB_dbo.External_Fivetran_google_sheets_adj,1.00,1,0,0,0,0
BI_DB_dbo.External_Fivetran_twitter_ads_account_history,1.00,1,0,0,0,0
BI_DB_dbo.External_Fivetran_twitter_campaign_history,1.00,1,0,0,0,0
BI_DB_dbo.External_Interest_Trade_InterestConsent,1.00,1,0,0,0,0
BI_DB_dbo.External_Interest_Trade_InterestMonthly,1.00,1,0,0,0,0
BI_DB_dbo.External_RiskClassification_dbo_V_RiskClassificationDataLake,1.00,1,0,0,0,0
BI_DB_dbo.External_ScreeningService_*,1.00,1,0,0,0,0
BI_DB_dbo.External_ScreeningService_Screening_UserScreening,1.00,1,0,0,0,0
BI_DB_dbo.External_USABroker_Apex_ApexData,1.00,1,0,0,0,0
BI_DB_dbo.External_UserApiDB_Dictionary_ExtendedUserValueType,1.00,1,0,0,0,0
BI_DB_dbo.External_UserApiDB_dbo_Publications,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_BackOffice_CustomerDocumentToDocumentType,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_BackOffice_DocumentRejectReason,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_BackOffice_DocumentType,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_BackOffice_DocumentVendors,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_Billimg_vWithdrawToFunding_FUll,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_Billing_CashoutRollbackTracking,1.00,1,0,0,0,0
BI_DB_dbo.External_etoro_History_vWithdrawToFundingAction,1.00,1,0,0,0,0
BI_DB_dbo.Function_AUM_OptionsPlatform,1.00,1,0,0,0,0
BI_DB_dbo.Function_Population_Funded,1.00,1,0,0,0,0
BI_DB_dbo.Function_Revenue_FullCommissions,1.00,1,0,0,0,0
BI_DB_dbo.Function_Revenue_TicketFee,1.00,1,0,0,0,0
BI_DB_dbo.Function_Revenue_Total,1.00,1,0,0,0,0
BI_DB_dbo.History_Credit_Range,1.00,1,0,0,0,0
BI_DB_dbo.QST,1.00,1,0,0,0,0
BI_DB_dbo.SP_AML_KYC_Process,1.00,1,0,0,0,0
BI_DB_dbo.SP_AML_Terror_Monitor_Dashboard,1.00,1,0,0,0,0
BI_DB_dbo.SP_AM_Portfolio_Summary,1.00,1,0,0,0,0
BI_DB_dbo.SP_AllDeposits,1.00,1,0,0,0,0
BI_DB_dbo.SP_BI_DB_LTV_Conversions_Multipliers_Table,1.00,1,0,0,0,0
BI_DB_dbo.SP_BI_DB_PositionPnL_SWITCH,1.00,1,0,0,0,0
BI_DB_dbo.SP_CID_DailyPanel_FullData,1.00,1,0,0,0,0
BI_DB_dbo.SP_CID_MonthlyPanel_FullData,1.00,1,0,0,0,0
BI_DB_dbo.SP_DDR,1.00,1,0,0,0,0
BI_DB_dbo.SP_DDR_*,1.00,1,0,0,0,0
BI_DB_dbo.SP_DepositUsersFirstTouchPoints,1.00,1,0,0,0,0
BI_DB_dbo.SP_DepositWithdrawFee,1.00,1,0,0,0,0
BI_DB_dbo.SP_Deposit_Reversals_PIPs,1.00,1,0,0,0,0
BI_DB_dbo.SP_EY_Audit_CashoutFees,1.00,1,0,0,0,0
BI_DB_dbo.SP_EY_Audit_Deposit_Cashouts,1.00,1,0,0,0,0
BI_DB_dbo.SP_Finance_Cashout_RollbackDetails,1.00,1,0,0,0,0
BI_DB_dbo.SP_Finance_Real_Futures_Custody_And_Transfers,1.00,1,0,0,0,0
BI_DB_dbo.SP_Group_LTV_Table,1.00,1,0,0,0,0
BI_DB_dbo.SP_InvestorReport,1.00,1,0,0,0,0
BI_DB_dbo.SP_InvestorReport_Cluster,1.00,1,0,0,0,0
BI_DB_dbo.SP_LTV_BI_Actual,1.00,1,0,0,0,0
BI_DB_dbo.SP_LTV_By_FTD_MOP,1.00,1,0,0,0,0
BI_DB_dbo.SP_M_Active_Affiliate_Monthly,1.00,1,0,0,0,0
BI_DB_dbo.SP_NewBonusReport,1.00,1,0,0,0,0
BI_DB_dbo.SP_NewContactActivityPerRep,1.00,1,0,0,0,0
BI_DB_dbo.SP_PI_Gain,1.00,1,0,0,0,0
BI_DB_dbo.SP_PositionPnL,1.00,1,0,0,0,0
BI_DB_dbo.SP_Q_QSR_New,1.00,1,0,0,0,0
BI_DB_dbo.SP_RBSF,1.00,1,0,0,0,0
BI_DB_dbo.SP_RevenueForum,1.00,1,0,0,0,0
BI_DB_dbo.SP_ReverseCO_Report,1.00,1,0,0,0,0
BI_DB_dbo.SP_Staking_Daily_Email_for_labs,1.00,1,0,0,0,0
BI_DB_dbo.SP_Stocks_Opportunities,1.00,1,0,0,0,0
BI_DB_dbo.SP_US_Daily_Crypto,1.00,1,0,0,0,0
BI_DB_dbo.SP_W_AML_PEP_Customers,1.00,1,0,0,0,0
BI_DB_dbo.SP_Watchlist_Tracking,1.00,1,0,0,0,0
BI_DB_dbo.SP_Withdraw_Rollback_PIPs,1.00,1,0,0,0,0
BI_DB_dbo.V_BI_DB_AllDeposits,1.00,1,0,0,0,0
BI_DB_dbo.V_BI_DB_LimitedAccountsWithReasons_COPY_BI_DB,1.00,1,0,0,0,0
BI_DB_dbo.V_Bi_Db_Bo_Generated_Compensations,1.00,0,1,0,0,0
BI_DB_dbo.V_GermanBaFin,1.00,1,0,0,0,0
BI_DB_python.BI_DB_TaboolaCampaignsByCountry,1.00,1,0,0,0,0
BackOffice.BillingDepositsPCIVersion,1.00,1,0,0,0,0
BackOffice.CustomerAllTimeAggregatedData,1.00,1,0,0,0,0
BackOffice.GetCashOutRequests_Main,1.00,1,0,0,0,0
BackOffice.GetProcessedWithdrawPCIVersion,1.00,1,0,0,0,0
BackOffice.GetRiskExposureReportPCIVersion,1.00,1,0,0,0,0
BackOffice.GetWithdrawRequests,1.00,1,0,0,0,0
Billing.ConversionFeeOverride,1.00,1,0,0,0,0
Billing.Deposit/Funding,1.00,1,0,0,0,0
Billing.RecurringDeposit,1.00,1,0,0,0,0
Billing.Response,1.00,1,0,0,0,0
Billing.WithdrawAndWithdrawToFundingAdd,1.00,1,0,0,0,0
Billing.WithdrawRejects,1.00,1,0,0,0,0
Billing.WithdrawRequestAdd,1.00,1,0,0,0,0
Billing.WithdrawToFundingProcess,1.00,1,0,0,0,0
CIDFirstDates.SerialID,1.00,1,0,0,0,0
Compensations.Payment,1.00,1,0,0,0,0
Compliance.RegulationCountry,1.00,1,0,0,0,0
CopyFromLake.PricesFromProvider_MarketCurrencyPrice,1.00,1,0,0,0,0
CopyFromLake.WalletConversionDB_C2F_Conversions,1.00,1,0,0,0,0
CopyFromLake.WalletDB_Dictionary_TransactionStatus,1.00,1,0,0,0,0
CopyFromLake.WalletDB_Wallet_V_BI_WalletBalances,1.00,1,0,0,0,0
CopyFromLake.WatchListDB,1.00,1,0,0,0,0
Credit.CreditID,1.00,1,0,0,0,0
CryptoTypes.CryptoID,1.00,1,0,0,0,0
CustomerStatic.CID,1.00,1,0,0,0,0
CustomerWalletsView.Id,1.00,1,0,0,0,0
DWH_dbo.Dim_CurrencyType,1.00,1,0,0,0,0
DWH_dbo.Dim_GetSpreadedPriceUSDConversionRate,1.00,1,0,0,0,0
DWH_dbo.Dim_Instrument_Correlation_Archive,1.00,1,0,0,0,0
DWH_dbo.Dim_PlayerStatusReason,1.00,1,0,0,0,0
DWH_dbo.Dim_PlayerStatusSubReason,1.00,1,0,0,0,0
DWH_dbo.Dim_PositionHedgeServerChangeLog,1.00,1,0,0,0,0
DWH_dbo.Dim_Provider,1.00,1,0,0,0,0
DWH_dbo.Ext_Dim_SubChannel_UnifyCode,1.00,1,0,0,0,0
DWH_dbo.Fact_Position,1.00,1,0,0,0,0
DWH_dbo.History_CurrencyPrice_Daily,1.00,1,0,0,0,0
DWH_dbo.SP_Check_Dim_Instrument_Correlation_Differences,1.00,1,0,0,0,0
DWH_dbo.SP_Dim_Mirror_DL_To_Synapse,1.00,1,0,0,0,0
DWH_dbo.SP_Dim_Position_HedgeType_History,1.00,1,0,0,0,0
DWH_dbo.SP_Dim_Position_HedgeType_Real,1.00,1,0,0,0,0
DWH_dbo.SP_Fact_Cashout_Rollback_DL_To_Synapse,1.00,1,0,0,0,0
DWH_dbo.SP_Fact_CurrencyPriceWithSplit_DL_To_Synapse,1.00,1,0,0,0,0
DWH_dbo.SP_Fact_CustomerAction_DL_To_Synapse,1.00,1,0,0,0,0
DWH_dbo.SP_Fact_CustomerUnrealized_PnL,1.00,1,0,0,0,0
DWH_dbo.SP_Fact_CustomerUnrealized_PnL_DL_To_Synapse,1.00,1,0,0,0,0
DWH_dbo.V_Dim_Date,1.00,1,0,0,0,0
DWH_dbo.V_Fact_SnapshotEquity_FromDateID,1.00,1,0,0,0,0
DWH_dbo.etoro_History_Credit,1.00,1,0,0,0,0
DWH_dbo.v_Dim_Mirror,1.00,1,0,0,0,0
DWH_staging.PriceLog_History_CurrencyPrice_Active,1.00,1,0,0,0,0
DWH_staging.PriceLog_History_CurrencyPrice_Active_5_days,1.00,1,0,0,0,0
Dealing_Duco_EODRecon.eToroLocalAmount,1.00,1,0,0,0,0
Dealing_dbo.Dealing_Execution_Slippage_AssetType,1.00,1,0,0,0,0
Dealing_dbo.Dealing_HedgeServer,1.00,1,0,0,0,0
Dealing_dbo.Dealing_NOP_Report,1.00,1,0,0,0,0
Dealing_dbo.Dealing_Staking_Results,1.00,0,0,0,1,0
Dealing_dbo.Dealing_overnight_fees,1.00,1,0,0,0,0
Dealing_dbo.SP_Apex_PnL,1.00,1,0,0,0,0
Dealing_dbo.SP_Manual_Exec_Trade,1.00,1,0,0,0,0
Dealing_dbo.V_Dealing_CEPDailyAudit_CP_Last180Days,1.00,1,0,0,0,0
Dealing_dbo.V_Dealing_CEPDailyAudit_Conditions_Last180Days,1.00,1,0,0,0,0
Dealing_staging.External_Etoro_CEP_CompoundPropertyToRule,1.00,1,0,0,0,0
Dealing_staging.External_Etoro_CEP_ConditionToCompoundProperty,1.00,1,0,0,0,0
Dealing_staging.External_Etoro_CEP_NamedLists,1.00,1,0,0,0,0
Dealing_staging.External_Etoro_CEP_Rules,1.00,1,0,0,0,0
Dealing_staging.External_Etoro_History_CompoundProperties,1.00,1,0,0,0,0
Dealing_staging.External_Etoro_History_ListCIDMappings,1.00,1,0,0,0,0
Dealing_staging.External_Fivetran_dealing_active_hs_mappings,1.00,1,0,0,0,0
Dealing_staging.LP_BNY_Unsettled_Trades_UnsettledTrades,1.00,1,0,0,0,0
Dealing_staging.LP_IG_PS_EODPositions,1.00,1,0,0,0,0
Dealing_staging.etoro_Trade_LiquidityAccounts,1.00,1,0,0,0,0
Dictionary.AmlProviders,1.00,1,0,0,0,0
Dictionary.CryptoCoinProviders,1.00,1,0,0,0,0
Dictionary.CurrencyType,1.00,1,0,0,0,0
Dictionary.DocumentRejectReason,1.00,1,0,0,0,0
Dictionary.ExecuteEntryMethod,1.00,1,0,0,0,0
Dictionary.KYCFlowType,1.00,1,0,0,0,0
Dictionary.MandatoryType,1.00,1,0,0,0,0
Dictionary.Mifidcategorization,1.00,0,0,1,0,0
Dictionary.PaymentActionStatus,1.00,1,0,0,0,0
Dictionary.PaymentActionType,1.00,1,0,0,0,0
Dictionary.PaymentType,1.00,1,0,0,0,0
Dictionary.PrivacyPolicy,1.00,1,0,0,0,0
Dictionary.Protocol,1.00,1,0,0,0,0
Dictionary.SettlementTypes,1.00,1,0,0,0,0
Dictionary.WalletProvider,1.00,1,0,0,0,0
Dim_AccountStatus.AccountStatusID,1.00,1,0,0,0,0
Dim_AccountType.AccountTypeID,1.00,1,0,0,0,0
Dim_CashoutStatus.DWHCashoutStatusID,1.00,1,0,0,0,0
Dim_CompensationReason.Name,1.00,1,0,0,0,0
Dim_CreditType.CreditTypeName,1.00,1,0,0,0,0
Dim_Customer.FirstDepositDate,1.00,1,0,0,0,0
Dim_Customer.ID,1.00,1,0,0,0,0
Dim_Customer.IP,1.00,1,0,0,0,0
Dim_Customer.IsIDProofExpiryDate,1.00,1,0,0,0,0
Dim_Customer.PlayerStatusID,1.00,1,0,0,0,0
Dim_Customer.VerificationLevelID,1.00,1,0,0,0,0
Dim_Date.FullDate,1.00,1,0,0,0,0
Dim_EvMatchStatus.EvMatchStatusID,1.00,1,0,0,0,0
Dim_FundingType.FundingTypeID,1.00,1,0,0,0,0
Dim_Instrument.BuyCurrency,1.00,1,0,0,0,0
Dim_Instrument.InstrumentType,1.00,1,0,0,0,0
Dim_Instrument.SymbolFull,1.00,1,0,0,0,0
Dim_Instrument_Correlation_Half_Records_1.20,1.00,1,0,0,0,0
Dim_Instrument_Correlation_Half_Records_1._20,1.00,1,0,0,0,0
Dim_Label.Name,1.00,1,0,0,0,0
Dim_MifidCategorization.MifidCategorizationID,1.00,1,0,0,0,0
Dim_MifidCategorization.Name,1.00,1,0,0,0,0
Dim_PaymentStatus.PaymentStatusID,1.00,1,0,0,0,0
Dim_PlayerStatusReasons.PlayerStatusReasonID,1.00,1,0,0,0,0
Dim_PlayerStatusSubReasons.PlayerStatusSubReasonID,1.00,1,0,0,0,0
Dim_Position.Amount,1.00,1,0,0,0,0
Dim_Position.CID,1.00,1,0,0,0,0
Dim_RiskClassification.RiskScore,1.00,1,0,0,0,0
EXW_AMLProviderID.ProviderUserIDNormalized,1.00,1,0,0,0,0
EXW_Dictionary.RequestStatuses,1.00,1,0,0,0,0
EXW_DimUser_Enriched.GCID,1.00,1,0,0,0,0
EXW_FactTransactions.BlockchainTransactionId,1.00,1,0,0,0,0
EXW_FactTransactions.TranID,1.00,1,0,0,0,0
EXW_Settings.SystemRestrictions,1.00,1,0,0,0,0
EXW_SimplexChargebacks.ARN,1.00,1,0,0,0,0
EXW_SimplexChargebacks.Payment_ID,1.00,1,0,0,0,0
EXW_SimplexMapping.uti,1.00,1,0,0,0,0
EXW_Wallet.PaymentStatuses,1.00,1,0,0,0,0
EXW_Wallet.TransactionsView,1.00,1,0,0,0,0
EXW_Wallet.WalletBalances,1.00,1,0,0,0,0
EXW_dbo.EXW_Coin_Transfer_Allowed_Country,1.00,1,0,0,0,0
EXW_dbo.SP_DimUser,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_AMLProviderID,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_FactRedeemTransactions,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_Fact_Transactions,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_Inventory_Snapshot_History,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_Transactions_Monthly,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_UserCalculatedBalance,1.00,1,0,0,0,0
EXW_dbo.SP_EXW_WalletInventory,1.00,1,0,0,0,0
EXW_dbo.SP_New_UsersAndWallets_Inventory,1.00,1,0,0,0,0
External_UserApiDB_Dictionary_TanganyStatus.TanganyStatusID,1.00,1,0,0,0,0
Fact_BillingDeposit.CurrencyID,1.00,1,0,0,0,0
Fact_BillingDeposit.DepositID,1.00,1,0,0,0,0
Fact_BillingWithdraw.WithdrawID,1.00,1,0,0,0,0
GCP_DataSet_RevenueChurn.Tableau_RevenueChurn_Revenues,1.00,1,0,0,0,0
History.WithdrawAction,1.00,1,0,0,0,0
History.WithdrawToFundingAction,1.00,1,0,0,0,0
Instruments.Id,1.00,1,0,0,0,0
Interest.InterestConsent,1.00,1,0,0,0,0
Interest_Trade.InterestConsent,1.00,1,0,0,0,0
LP_JPM_EOD_eToro_Report_ComponentUnderlyings.Current,1.00,1,0,0,0,0
LP_JPM_EOD_eToro_Report_ComponentUnderlyings.Quantity,1.00,1,0,0,0,0
LP_JPM_EOD_eToro_Report_FXRates.Rate,1.00,1,0,0,0,0
MoveMoneyReason.MoveMoneyReason,1.00,1,0,0,0,0
Price.CurrencyPrice,1.00,1,0,0,0,0
ScreeningService.Dictionary,1.00,1,0,0,0,0
SentTransactions.Id,1.00,1,0,0,0,0
Settings.SystemRestrictions,1.00,1,0,0,0,0
Settings.Tags,1.00,1,0,0,0,0
Staking.StakingExternalAddress,1.00,1,0,0,0,0
Trade.FuturesInstrumentsInitialMarginByProviderMapping,1.00,1,0,0,0,0
Trade.History_InstrumentMetaData,1.00,1,0,0,0,0
Trade.InstrumentCusip,1.00,1,0,0,0,0
Trade.InstrumentCusip),1.00,1,0,0,0,0
Trade.InstrumentGroups,1.00,1,0,0,0,0
Trade.InstrumentMetaData),1.00,1,0,0,0,0
Trade.Instrumentmetadatadaily,1.00,0,0,0,1,0
Trade.LiquidityAccounts,1.00,1,0,0,0,0
Trade.Provider,1.00,1,0,0,0,0
Trade.ProviderInstrumentToLeverage,1.00,1,0,0,0,0
Tribe.Authorizes_Authorize-312243,1.00,1,0,0,0,0
Tribe.CardsSnapshots_Accounts-350640,1.00,1,0,0,0,0
Tribe.CardsSnapshots_CardSnapshot-140457,1.00,1,0,0,0,0
Wallet.ConversionStatuses,1.00,1,0,0,0,0
WalletDB_Dictionary_TransactionStatus.Id,1.00,1,0,0,0,0
WalletPool.ProviderWalletId,1.00,1,0,0,0,0
WalletPool.PublicAddress,1.00,1,0,0,0,0
bi_db.bronze_funnel_social_acqiuisition_social,1.00,0,0,0,1,0
bi_db.bronze_rivery_google_ad_google_campaign_conv,1.00,0,0,0,1,0
bi_db.bronze_rivery_google_ad_google_campaign_perf,1.00,0,0,0,1,0
bi_output.bi_ouput_v_dim_Instrumenttype,1.00,0,0,0,1,0
bi_output.bi_output_deltaapp_subscription_view,1.00,0,1,0,0,0
bi_output.bi_output_marketing_sfmc_sfmc_report,1.00,0,0,1,0,0
bi_output_stg.subscription,1.00,0,1,0,0,0
compliance.bronze_userapidb_history_customeranswers,1.00,0,0,1,0,0
crm.gold_crm_bot_eligible_chats,1.00,0,0,1,0,0
crm.gold_crm_case_deescalation,1.00,0,0,1,0,0
crm.gold_crm_case_tiny_for_genie,1.00,0,0,1,0,0
crm.gold_crm_web_chat_sessions,1.00,0,0,1,0,0
crm.silver_crm_case,1.00,0,0,1,0,0
crm.silver_crm_user,1.00,0,0,0,1,0
d.FundingData),1.00,1,0,0,0,0
data_rooms.vw_fact_customeraction,1.00,0,1,0,0,0
dbo.AccountsProviderHoldersMapping,1.00,1,0,0,0,0
dbo.FiatAccountStatuses,1.00,1,0,0,0,0
dbo.FiatCurrencyBalancesStatuses,1.00,1,0,0,0,0
dbo.FiatTransactionsStatuses,1.00,1,0,0,0,0
dbo.TransactionsProvidersMapping,1.00,1,0,0,0,0
dealing.bronze_etoro_hedge_executionlog,1.00,0,1,0,0,0
eMoneyClientBalance.CheckCalc,1.00,1,0,0,0,0
eMoneyClientBalance.OpeningBalanceGAP,1.00,1,0,0,0,0
eMoney_Account_Mappings.AccountProgramID,1.00,1,0,0,0,0
eMoney_Dictionary_AccountStatus.AccountStatusID,1.00,1,0,0,0,0
eMoney_Dictionary_CardStatus.CardStatusID,1.00,1,0,0,0,0
eMoney_Dictionary_CurrencyBalanceStatus.CurrencyBalanceStatusID,1.00,1,0,0,0,0
eMoney_Dim_Account.CID,1.00,1,0,0,0,0
eMoney_Dim_Account.GCID,1.00,1,0,0,0,0
eMoney_Dim_Country_Rollout.CountryName,1.00,1,0,0,0,0
eMoney_Dim_Country_Rollout.Region,1.00,1,0,0,0,0
eMoney_Tribe.CardsSnapshots_BankAccount-341626,1.00,1,0,0,0,0
eMoney_dbo.Dim_TxType,1.00,1,0,0,0,0
eMoney_dbo.ETL_CardSnapshot,1.00,1,0,0,0,0
eMoney_dbo.FiatAccount,1.00,1,0,0,0,0
eMoney_dbo.FiatCards,1.00,1,0,0,0,0
eMoney_dbo.FiatCurrencyBalances,1.00,1,0,0,0,0
eMoney_dbo.FiatTransactions,1.00,1,0,0,0,0
eMoney_dbo.SP_EXW_FactBalance_EXT,1.00,1,0,0,0,0
eMoney_dbo.SP_eMoneyProcessStatusLog,1.00,1,0,0,0,0
eMoney_dbo.SP_eMoney_Execute_Group_One,1.00,1,0,0,0,0
eMoney_dbo.eMoney_Customer_Risk_Assessment_History,1.00,1,0,0,0,0
eMoney_dbo.v_eMoney_Dim_Transaction,1.00,1,0,0,0,0
eMoney_google_sheets.emoney_test_users,1.00,1,0,0,0,0
emoney.bronze_fiatdwhdb_dbo_fiattransactions,1.00,0,0,0,1,0
etoro.Customer,1.00,1,0,0,0,0
etoro_kpi.ftd_click_v_testing_dup_cancle,1.00,0,0,1,0,0
etoro_kpi.v_spaceship_mimo,1.00,0,0,1,0,0
etoro_kpi_prep.gold_de_user_dim_ddr_customer_dailystatus_scd,1.00,0,0,1,0,0
etoro_kpi_prep.v_dim_ftdplatform,1.00,0,0,0,1,0
etoro_kpi_prep_stg.v_dim_dataplatform_uuid,1.00,0,0,0,1,0
experience.bronze_rafcompensations_config_viewconfig,1.00,0,0,0,1,0
