ProcedureName,TableName,FrequencySP,ProcessName,Priority,max_update,modify_date,freshness_method,tableau_workbooks,total_views_sum,newest_wb_updated,newest_wb_age_days,is_feeder,verdict,decision
BI_DB_dbo.SP_RejectedDocuments,BI_DB_dbo.BI_DB_RejectedDocuments,Daily,SB_Daily,20,5/31/2026 4:11,7/17/2024 11:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Risk_Capital_Adequacy,BI_DB_dbo.BI_DB_Capital_Adequacy_Monthly_NOP,Daily,SB_Daily,20,5/31/2026 4:14,4/23/2023 9:06,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Risk_Capital_Adequacy,BI_DB_dbo.BI_DB_Capital_Adequacy_Daily_Equity,Daily,SB_Daily,20,5/31/2026 4:14,4/1/2025 10:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Risk_Capital_Adequacy,BI_DB_dbo.BI_DB_Capital_Adequacy_Daily_NOP_KASA,Daily,SB_Daily,20,5/31/2026 4:14,4/1/2025 10:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Transactions_Per_Time_Unit,BI_DB_dbo.BI_DB_Transactions_Per_Time_Unit,Daily,SB_Daily,20,5/31/2026 4:12,1/31/2023 12:22,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Apex_Corporate_Cash_Actions_Recon,BI_DB_dbo.BI_DB_US_Apex_Corporate_CA_Apex,Daily,SB_Daily,20,5/29/2026 10:58,9/19/2023 7:24,UpdateDate,1,2587,10/27/2024,581,,KEEP,
BI_DB_dbo.SP_US_Apex_Corporate_Cash_Actions_Recon,BI_DB_dbo.BI_DB_US_Apex_Corporate_CA_etoro,Daily,SB_Daily,20,5/31/2026 11:00,9/19/2023 7:25,UpdateDate,1,2587,10/27/2024,581,,KEEP,
BI_DB_dbo.SP_US_Apex_Fees_Charge,BI_DB_dbo.BI_DB_US_Apex_Fees_Charge,Daily,SB_Daily,20,5/29/2026 10:57,7/6/2023 7:04,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Apex_Instrument_Holders,BI_DB_dbo.BI_DB_US_Apex_Instrument_Holders,Daily,SB_Daily,20,5/31/2026 4:14,7/6/2023 7:14,UpdateDate,1,652,2/26/2024,825,,KEEP,
BI_DB_dbo.SP_US_Apex_Recon_Cash_To_Clients_Accounts,BI_DB_dbo.BI_DB_US_Apex_Recon_Cash_To_Clients_Accounts,Daily,SB_Daily,20,5/29/2026 11:03,7/6/2023 6:48,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Stocks_Apex_PFOF,BI_DB_dbo.BI_DB_US_Stocks_Apex_PFOF,Daily,SB_Daily,20,5/30/2026 17:04,8/11/2022 10:54,UpdateDate,2,131,1/14/2026,137,,KEEP,
BI_DB_dbo.SP_US_Stocks_MAU_DAU_KPI,BI_DB_dbo.BI_DB_US_Stocks_MAU_DAU_KPI,Daily,SB_Daily,20,5/31/2026 4:13,3/8/2023 14:28,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_USA_Equity_Deposits,BI_DB_dbo.BI_DB_USA_Equity_Deposits,Daily,SB_Daily,20,5/31/2026 4:31,4/20/2023 6:28,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_User_Segment_Snapshot,BI_DB_dbo.BI_DB_User_Segment_Snapshot,Daily,SB_Daily,20,5/31/2026 4:31,4/25/2023 9:16,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_User_Segment_Snapshot,BI_DB_dbo.BI_DB_STDSnapshots,Daily,SB_Daily,20,5/31/2026 4:24,4/25/2023 8:04,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_User_Segment_Snapshot,BI_DB_dbo.BI_DB_EquitySnapshots,Daily,SB_Daily,20,5/31/2026 4:21,4/25/2023 7:44,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_User_Segment_Snapshot,BI_DB_dbo.BI_DB_DepositSnapshots ,Daily,SB_Daily,20,5/31/2026 4:30,4/25/2023 8:28,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_VerificationStatus,BI_DB_dbo.BI_DB_VerificationStatus,Daily,SB_Daily,20,5/31/2026 4:13,4/13/2023 13:10,UpdateDate,1,137,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_W_Mon_AML_FCA_Crypto_Threshold,BI_DB_dbo.BI_DB_AML_FCA_Crypto_Threshold,Weekly Monday,SB_Daily,20,5/25/2026 4:11,2/8/2023 12:32,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CFDs_Stocks_Credit_Risk,Dealing_dbo.Dealing_CFDs_Stocks_Credit_Risk,Daily,SB_Daily,20,5/31/2026 6:39,5/22/2023 10:31,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CopyPortfolio_Allocation,Dealing_dbo.Dealing_CopyPortfolio_Allocation,Daily,SB_Daily,20,5/31/2026 6:46,2/10/2025 13:14,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_DailyAvgSpread,Dealing_dbo.Dealing_DailyAvgSpread,Daily,SB_Daily,20,5/31/2026 4:19,5/22/2023 12:55,UpdateDate,2,1096,4/5/2026,56,,KEEP,
Dealing_dbo.SP_DealingDashboard_Clients,Dealing_dbo.Dealing_DealingDashboard_Clients,Daily,SB_Daily,20,5/31/2026 4:21,5/24/2026 15:00,UpdateDate,5,1209,5/12/2026,19,,KEEP,
Dealing_dbo.SP_DealingDashboard_Clients,Dealing_dbo.Dealing_NumberofPositionsOpened_Agg,Daily,SB_Daily,20,5/31/2026 4:22,2/5/2023 8:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Employee_Zero_StocksETFs,Dealing_dbo.Dealing_Employee_Zero_StocksETFs,Daily,SB_Daily,20,5/31/2026 4:16,2/12/2023 11:16,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_GS_Credit_Risk,Dealing_dbo.Dealing_GS_Credit_Risk,Daily,SB_Daily,20,5/31/2026 4:27,5/31/2023 12:20,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_JP_Credit_Risk,Dealing_dbo.Dealing_JP_Credit_Risk,Daily,SB_Daily,20,5/31/2026 4:28,8/13/2025 10:48,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_MIMO_Zero,Dealing_dbo.Dealing_MIMO_Zero,Daily,SB_Daily,20,5/31/2026 4:38,8/15/2023 7:46,UpdateDate,1,134,10/8/2024,600,,KEEP,
Dealing_dbo.SP_NOPDistribution,Dealing_dbo.Dealing_NOPDistribution,Daily,SB_Daily,20,5/31/2026 4:17,12/28/2023 12:23,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_OfferedInstruments,Dealing_dbo.Dealing_OfferedInstruments,Daily,SB_Daily,20,5/31/2026 4:41,11/26/2023 12:09,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_RolloverCommissionSplit,Dealing_dbo.Dealing_RolloverCommissionSplit,Daily,SB_Daily,20,5/30/2026 6:08,5/28/2024 7:46,UpdateDate,1,446,9/24/2024,614,,KEEP,
BI_DB_dbo.SP_Reg_UK_Compliance_VolumeByInstrument,BI_DB_dbo.BI_DB_Reg_UK_Compliance_VolumeByInstrument,Daily,SB_Daily,21,5/29/2026 4:02,6/8/2023 6:27,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Tue_Reg_UK_Compliance_KYC_Weekly_Export,BI_DB_dbo.BI_DB_Reg_UK_Compliance_KYC_Weekly_Export,Weekly Tuesday,SB_Daily,21,5/26/2026 5:11,6/6/2023 12:59,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Tue_Reg_UK_Compliance_Professional_OptUp,BI_DB_dbo.BI_DB_Reg_UK_Compliance_Professional_OptUp,Weekly Tuesday,SB_Daily,21,5/26/2026 5:12,6/7/2023 8:56,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Capital_Adequacy_IFR_KPMG,Dealing_dbo.Dealing_LP_StocksNOP,Daily,SB_Daily,21,5/31/2026 4:27,7/12/2023 8:30,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Capital_Adequacy_IFR_KPMG,Dealing_dbo.Dealing_ClientsCapitalAdequacy,Daily,SB_Daily,21,5/31/2026 4:28,7/12/2023 8:30,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Dealing_DSC_HedgeOnIndices,Dealing_dbo.DSC_HedgeOnIndices_H,Daily,SB_Daily,21,5/31/2026 4:10,6/19/2023 10:24,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Dealing_DSC_HedgeOnIndices,Dealing_dbo.DSC_HedgeOnIndices,Daily,SB_Daily,21,5/31/2026 4:10,6/19/2023 10:35,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_NOP_LPandClients,Dealing_dbo.Dealing_NOP_LPandClients,Daily,SB_Daily,21,5/31/2026 4:28,5/24/2026 15:00,UpdateDate,1,71,1/22/2025,494,,KEEP,
BI_DB_dbo.SP_DDR_Customer_Daily_Status,BI_DB_dbo.BI_DB_DDR_Customer_Daily_Status,Daily,SB_Daily,60,5/31/2026 8:17,12/28/2025 16:47,UpdateDate,16,3490,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DDR_Customer_Periodic_Status,BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status,Daily,SB_Daily,60,5/31/2026 8:20,12/28/2025 17:03,UpdateDate,2,353,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_DDR_Fact_AUM,BI_DB_dbo.BI_DB_DDR_Fact_AUM,Daily,SB_Daily,60,5/31/2026 7:38,12/21/2025 16:27,UpdateDate,2,353,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DDR_Fact_Fact_MIMO_AllPlatforms,BI_DB_dbo.BI_DB_DDR_Fact_MIMO_AllPlatforms,Daily,SB_Daily,60,5/31/2026 10:31,5/24/2026 15:06,UpdateDate,12,5178,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DDR_Fact_MIMO_eMoney_Platform,BI_DB_dbo.BI_DB_DDR_Fact_MIMO_eMoney_Platform,Daily,SB_Daily,60,5/31/2026 7:31,5/24/2026 15:06,UpdateDate,2,353,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DDR_Fact_PnL,BI_DB_dbo.BI_DB_DDR_Fact_PnL,Daily,SB_Daily,60,5/31/2026 4:51,7/20/2025 15:22,UpdateDate,3,356,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_DDR_Fact_Revenue_Generating_Actions,BI_DB_dbo.BI_DB_DDR_Fact_Revenue_Generating_Actions,Daily,SB_Daily,60,5/31/2026 7:51,5/24/2026 15:07,UpdateDate,3,356,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_DDR_Fact_Trading_Volumes_And_Amounts,BI_DB_dbo.BI_DB_DDR_Fact_Trading_Volumes_And_Amounts,Daily,SB_Daily,60,5/31/2026 7:47,5/24/2026 15:02,UpdateDate,4,1266,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_UsageTracking_SF,BI_DB_dbo.BI_DB_UsageTracking_SF,Daily,SB_Daily,70,5/31/2026 4:13,4/29/2021 16:04,UpdateDate,22,118291,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_InterestDaily,BI_DB_dbo.BI_DB_InterestDaily,Daily,SB_Daily,80,5/31/2026 5:32,4/29/2021 15:55,UpdateDate,6,6297,2/11/2026,109,Y,KEEP,
BI_DB_dbo.SP_CIDFirstDates,BI_DB_dbo.BI_DB_CIDFirstDates,Daily,SB_Daily,90,5/31/2026 4:26,1/30/2024 9:57,UpdateDate,114,203497,5/31/2026,0,Y,KEEP,
