ProcedureName,TableName,FrequencySP,ProcessName,Priority,blacklist_reason,source_phase,source_verdict,max_update,modify_date,days_stale
BI_Dealing_JP_to_BNY_settlement,analysis@stgdpdlwe/BI_OUTPUT/Dealing/etoro_bnym_acc_settlement,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DataBricks-CorporateActions,2677338,Daily,Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DataBricks-Dealing_OMS_Daily,analysis/BI_OUTPUT/Dealing/OMS/execution_per_type,Daily,Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DataBricks-Dealing_Trading_LimitationsPIsClickSize,analysis/BI_OUTPUT/Dealing/PI_TradingLimitations_ClickSize,Daily,Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DataBricks-DealingRND_BestExecution,analysis/RND_OUTPUT/Dealing/BestExecution/Report,Daily,Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DataBricks-SP_Regime_Flags,analysis/BI_OUTPUT/Dealing/dealing_regime_flags,Daily,Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DE_dbo.SP_CopyLakeToSynapse-EXW_Wallet.FinanceReportsBalances,EXW_Wallet.FinanceReportsBalances,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
Dealing_dbo.SP_Test_4_Alerts_Dealing,[DE_dbo].[ObjectsStatus],Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
DWH-DAYLY,DWH_dbo.Fact_History_Costs,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
Gold/sql_dp_prod_we/Dealing_dbo/Dealing_Staking_Summary,1720,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
Gold/sql_dp_prod_we/Dealing_dbo/Dealing_Staking_Summary_US,1721,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
Share_Lending_Collateral_Main,bi_output.bi_output_finance_tables_bi_db_sharelending_loansandcollateraluk,Daily,SB_Daily,80,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
Share_Lending_Custody_Reconciliation_Main,main.bi_output.bi_output_finance_tables_bi_db_sharelending_custodyreconciliation,Daily,SB_Daily,80,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
"Share_Lending_Custody_Reconciliation_Main,BI_DataBricks-Share_Lending_Custody_Reconciliation",bi_output.bi_output_finance_tables_bi_db_share_lending_custody_reconciliation,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
SP_BI_DB_CO_Cluster_Daily,BI_DB_dbo.BI_DB_CO_Cluster_Daily,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
SP_dl_to_db_ADF_compliance,BI_COMPLIANCE/bi_compliance_bui_tables_CDIM_Report,Daily,SB_Daily,0,A4_NEVER_SUCCEEDED,A0,A4_NEVER_SUCCEEDED,,,
BI_DB_dbo.SP_1099_part_A,BI_DB_dbo.BI_DB_Tax_1099_PartA,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,9/29/2024,9/18/2024 14:02,609.5
BI_DB_dbo.SP_AffiliateCOAbuse,BI_DB_dbo.BI_DB_AffiliateCOAbuse,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,2/2/2026 5:04,4/29/2021 15:45,118.3
BI_DB_dbo.SP_AML_Sanctions_Trade_InstrumentMetaData_For_Email,BI_DB_dbo.AML_InstrumentMetaData_Daily_Email,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,2/25/2025 7:24,460.2
BI_DB_dbo.SP_AML_Sanctions_Trade_InstrumentMetaData_For_Email_DayToDay_Changes,BI_DB_dbo.AML_InstrumentMetaData_Daily_Email_DayToDay_Changes,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,4/27/2025 15:58,398.8
BI_DB_dbo.SP_AppFlyer_Geo,BI_DB_dbo.BI_DB_AppFlyer_Geo,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,7/15/2023 15:32,1050.8
BI_DB_dbo.SP_AppFlyer_Reports,BI_DB_dbo.BI_DB_AppFlyer_Reports,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,7/23/2023 13:37,1042.9
BI_DB_dbo.SP_ASIC_Monitoring_CFD_W_Sun,BI_DB_dbo.BI_DB_ASIC_Monitoring_CFD_W_Sun,Weekly Sunday,SB_Daily,0,A3_WEEKLY_STALE,A3,A3_WEEKLY_STALE,,1/24/2024 12:55,858
BI_DB_dbo.SP_BI_DB_Compliance_BI_Leverage_Dashboard,BI_DB_dbo.Compliance_BI_Leverage_Dashboard,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,9/19/2023 7:28,985.2
BI_DB_dbo.SP_BI_DB_PLTV,BI_DB_dbo.BI_DB_PLTV,Monthly,SB_Daily,0,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,,6/6/2024 13:02,724
BI_DB_dbo.SP_BuyTax_Fix,BI_DB_dbo.BI_DB_BuyTax_Fix,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,1/3/2024 8:27,879.1
BI_DB_dbo.SP_CID_Investment_PIMeetup,BI_DB_dbo.BI_DB_Investment_PIMeetup,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,,9/14/2025 8:54,259.1
BI_DB_dbo.SP_Client_Balance_and_DailyZero_TreeSize_Alert,BI_DB_dbo.BI_DB_CBZero_TreesizeZero_Alert,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,11/6/2023 14:55,936.9
BI_DB_dbo.SP_ClientBalance_DDR_Data_Integrity_Alert,BI_DB_dbo.BI_DB_ClientBalance_DDR_Data_Integrity_Alert,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,11/7/2023 15:00,935.9
BI_DB_dbo.SP_Compliance_BI_Clients_Dashboard,BI_DB_dbo.BI_DB_Compliance_Clients_Dashboard_EOM_Pos,Daily,SB_Daily,0,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 4:45,11/28/2023 12:37,30.3
BI_DB_dbo.SP_Cross_Selling_Monthly,BI_DB_dbo.BI_DB_Cross_Selling_Monthly,Daily,SB_Daily,0,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 7:29,2/19/2025 5:10,30.2
BI_DB_dbo.SP_Crypto_Top_1000_List,BI_DB_dbo.Crypto_Top_1000_List,Daily,SB_Daily,0,A3_TABLE_MISSING,A3,A3_TABLE_MISSING,,,
BI_DB_dbo.SP_DailyGain_History,BI_DB_dbo.BI_DB_DailyGain_History,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,3/19/2024 14:30,802.9
BI_DB_dbo.SP_DDR_Process_Monitor,BI_DB_dbo.BI_DB_DDR_Process_Monitor,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,11/12/2024 17:21,564.8
BI_DB_dbo.SP_Dummy,BI_DB_dbo.BI_DB_Dummy,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,3/13/2024 19:05,808.7
BI_DB_dbo.SP_Employee_Crypto_NWA,BI_DB_dbo.BI_DB_Employee_Crypto_NWA,Daily,SB_Daily,0,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 4:52,5/13/2024 6:36,30.3
BI_DB_dbo.SP_H_Dummy,BI_DB_dbo.BI_DB_Dummy,Hourly,,0,A3_HOURLY_STALE,A3,A3_HOURLY_STALE,,3/13/2024 19:05,808.7
BI_DB_dbo.SP_H_SEA_CashoutsEstimation,BI_DB_dbo.BI_DB_H_SEA_CashoutsEstimation,Hourly,SB_Hourly,0,A3_HOURLY_STALE,A3,A3_HOURLY_STALE,,11/17/2024 8:36,560.1
BI_DB_dbo.SP_ICF_Report,BI_DB_dbo.BI_DB_ICF_Report,Daily,SB_Daily,0,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 4:56,10/29/2025 10:04,30.3
BI_DB_dbo.SP_IndexDividend_Alert,BI_DB_dbo.BI_DB_IndexDividends_Alert,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,11/26/2023 15:16,916.9
BI_DB_dbo.SP_IR_Dashboard_Monitor_Checks,BI_DB_dbo.IR_Dashboard_Monitor_Checks,Daily,SB_Daily,0,A3_TABLE_MISSING,A3,A3_TABLE_MISSING,,,
BI_DB_dbo.SP_M_AML_Account_Closed,BI_DB_dbo.BI_DB_M_AML_Account_Closed,Monthly,SB_Daily,0,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,5/1/2024 12:36,8/22/2023 4:29,760
BI_DB_dbo.SP_M_Notifications_by_LifeStage,BI_DB_dbo.BI_DB_M_SB_Fiktive_Table,Monthly,SB_Daily,0,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,,2/21/2024 13:29,829.9
BI_DB_dbo.SP_M_YearlyGain,BI_DB_dbo.BI_DB_YearlyGain,Monthly,,0,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,1/8/2024 19:24,12/16/2024 9:56,873.7
BI_DB_dbo.SP_Negative_Balance_Monitor_Risk,BI_DB_dbo.BI_DB_Negative_Balance_Monitor_Risk,Daily,SB_Daily,0,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 5:23,2/10/2025 12:22,30.3
BI_DB_dbo.SP_NewBonusReport,BI_DB_dbo.BI_DB_Depositors_By_Managers,Daily,SB_Daily,0,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 6:43,4/29/2021 15:54,30.2
BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData,BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Verifications,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,7/28/2025 7:15,11/17/2024 8:38,307.2
BI_DB_dbo.SP_Post_Clsutering_Python,BI_DB_dbo.BI_DB_Post_Clsutering_Python,Daily,SB_Daily,0,A3_TABLE_MISSING,A3,A3_TABLE_MISSING,,,
BI_DB_dbo.SP_Staking_Platform_Compensations,BI_DB_dbo.BI_DB_Staking_Platform_Compensations,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,6/6/2025 6:16,4/27/2023 6:27,359.2
BI_DB_dbo.SP_StocksETFs_SignificantAllocation,BI_DB_dbo.BI_DB_StocksETFs_SignificantAllocation,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,6/28/2023 15:23,1067.9
BI_DB_dbo.SP_Tax_1099_PartB,BI_DB_dbo.BI_DB_Tax_1099_PartB,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,10/7/2024 12:04,601
BI_DB_dbo.SP_Technical_Issues_Compensation_Risk,BI_DB_dbo.BI_DB_Technical_Issues_Compensation_Risk,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,7/5/2025 7:07,7/28/2024 6:56,330.2
Dealing_dbo.SP_CryptoVolume_ByDirection,Dealing_dbo.Dealing_CryptoVolume_ByDirection,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,3/7/2024 14:28,814.9
Dealing_dbo.SP_Extented_Hours_NewCID,Dealing_dbo.Dealing_Extented_Hours_NewCID,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,8/30/2025 5:52,5/2/2024 5:57,274.3
Dealing_dbo.SP_Extented_Hours_Volume,Dealing_dbo.Dealing_Extented_Hours_Volume,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,9/1/2025 6:04,5/2/2024 5:51,272.2
Dealing_dbo.SP_IB_Recon,Dealing_dbo.Dealing_IBRecon_Trades,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,8/25/2025 9:30,11/21/2023 11:56,279.1
Dealing_dbo.SP_M_CryptoRebateOpenUnrealized,Dealing_dbo.Dealing_Unrealized_Open_CryptoRebate,Monthly,SB_Daily,0,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,,3/17/2024 12:45,805
Dealing_dbo.SP_ManipulationReport_RealStocks,Dealing_dbo.Dealing_ManipulationReport_RealStocks,Daily,SB_Daily,0,A3_DAILY_90D,A3,A3_DAILY_90D,12/31/2025 6:07,3/27/2024 8:40,151.2
Dealing_dbo.SP_MarketMakerAllTrade,Dealing_dbo.Dealing_MarketMakerAllTradeEtoroX,Daily,SB_Daily,0,A3_TABLE_MISSING,A3,A3_TABLE_MISSING,,,
Dealing_dbo.SP_Staking_Emails,Dealing_dbo.Dealing_Staking_Emails,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,3/5/2025 6:26,2/5/2025 9:30,452.2
Dealing_dbo.SP_Staking_WelcomeEmail,Dealing_dbo.Dealing_Staking_WelcomeEmail_Temp,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,6/5/2024 9:58,725.1
Dealing_dbo.SP_SuspiciousActivityTrading_24H,Dealing_dbo.Dealing_SuspiciousActivityTrading_24H_Email,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,3/26/2024 11:37,796
Dealing_staging.SP_Copy_etoro_Customer_CustomerStatic,Dealing_staging.etoro_Customer_CustomerStatic,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:18,0.2
Dealing_staging.SP_Copy_Etoro_Trade_AdminPositionLog,Dealing_staging.etoro_Trade_AdminPositionLog,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:17,0.2
Dealing_staging.SP_Copy_Etoro_Trade_InstrumentMetaData,Dealing_staging.etoro_Trade_InstrumentMetaData,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:17,0.2
Dealing_staging.SP_Copy_eToroLogs_Real_Hedge_OrderLog,Dealing_staging.eToroLogs_Real_Hedge_OrderLog,Daily,SB_Daily,0,A3_DAILY_365D,A3,A3_DAILY_365D,,8/6/2024 8:21,663.1
Dealing_staging.SP_Copy_Fivetran_google_sheets_platform_rewards,Dealing_staging.Fivetran_google_sheets_platform_rewards,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:17,0.2
Dealing_staging.SP_Copy_MarketMaker_dbo_HedgeTrades,Dealing_staging.MarketMaker_dbo_HedgeTrades,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:17,0.2
Dealing_staging.SP_Copy_MarketMaker_ExchangesData_Trades,Dealing_staging.MarketMaker_ExchangesData_Trades,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:42,0.2
Dealing_staging.SP_Copy_MarketMaker_HBCHedgeTrades,Dealing_staging.MarketMaker_HBCHedgeTrades,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:22,0.2
Dealing_staging.SP_Copy_MarketMaker_Instruments,Dealing_staging.MarketMaker_Instruments,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:30,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_CompoundProperties,Dealing_staging.External_Etoro_CEP_CompoundProperties,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:37,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_CompoundPropertyToRule,Dealing_staging.External_Etoro_CEP_CompoundPropertyToRule,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_Conditions,Dealing_staging.External_Etoro_CEP_Conditions,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_ConditionToCompoundProperty,Dealing_staging.External_Etoro_CEP_ConditionToCompoundProperty,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_ListCIDMappings,Dealing_staging.External_Etoro_CEP_ListCIDMappings,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_NamedLists,Dealing_staging.External_Etoro_CEP_NamedLists,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CEP_Rules,Dealing_staging.External_Etoro_CEP_Rules,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CryptoLiquidity_CryptoTrade,Dealing_staging.External_Etoro_CryptoLiquidity_CryptoTrade,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_CryptoLiquidity_CryptoWallets,Dealing_staging.External_Etoro_CryptoLiquidity_CryptoWallets,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_Dictionary_ConditionOperators,Dealing_staging.External_Etoro_Dictionary_ConditionOperators,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:21,0.2
Dealing_staging.SP_Create_External_Etoro_Dictionary_ConditionProperties,Dealing_staging.External_Etoro_Dictionary_ConditionProperties,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_Dictionary_InterestRateOverride,Dealing_staging.External_Etoro_Dictionary_InterestRateOverride,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_Hedge_InstrumentBoundaries,Dealing_staging.External_Etoro_Hedge_InstrumentBoundaries,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_Hedge_PortfolioConversionConfigurations,Dealing_staging.External_Etoro_Hedge_PortfolioConversionConfigurations,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CEP_LOG_CompoundProperties,Dealing_staging.External_Etoro_History_CEP_LOG_CompoundProperties,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CEP_LOG_CompoundPropertyToRule,Dealing_staging.External_Etoro_History_CEP_LOG_CompoundPropertyToRule,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CEP_LOG_ConditionToCompoundProperty,Dealing_staging.External_Etoro_History_CEP_LOG_ConditionToCompoundProperty,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CEP_LOG_NamedLists,Dealing_staging.External_Etoro_History_CEP_LOG_NamedLists,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CEP_LOG_Rules,Dealing_staging.External_Etoro_History_CEP_LOG_Rules,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CompoundProperties,Dealing_staging.External_Etoro_History_CompoundProperties,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_CompoundPropertyToRule,Dealing_staging.External_Etoro_History_CompoundPropertyToRule,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_Conditions,Dealing_staging.External_Etoro_History_Conditions,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_ConditionToCompoundProperty,Dealing_staging.External_Etoro_History_ConditionToCompoundProperty,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_InterestRateOverride,Dealing_staging.External_Etoro_History_InterestRateOverride,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_ListCIDMappings,Dealing_staging.External_Etoro_History_ListCIDMappings,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:26,0.2
Dealing_staging.SP_Create_External_Etoro_History_NamedLists,Dealing_staging.External_Etoro_History_NamedLists,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:31,0.2
Dealing_staging.SP_Create_External_Etoro_History_PortfolioConversionConfigurations,Dealing_staging.External_Etoro_History_PortfolioConversionConfigurations,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:31,0.2
Dealing_staging.SP_Create_External_Etoro_History_Rules,Dealing_staging.External_Etoro_History_Rules,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:31,0.2
Dealing_staging.SP_Create_External_Etoro_Trade_LiquidityProviderContracts,Dealing_staging.External_Etoro_Trade_LiquidityProviderContracts,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:37,0.2
Dealing_staging.SP_Create_External_MarketMaker_dbo_Exchanges,Dealing_staging.External_MarketMaker_dbo_Exchanges,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:37,0.2
Dealing_staging.SP_Create_External_MarketMaker_dbo_Instruments,Dealing_staging.External_MarketMaker_dbo_Instruments,Daily,SB_Daily,0,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 6:37,0.2
Dealing_dbo.SP_W_Sun_Staking_WelcomeEmail,Dealing_dbo.Dealing_Staking_WelcomeEmail_Temp,Weekly Sunday,SB_Daily,1,A3_WEEKLY_STALE,A3,A3_WEEKLY_STALE,,6/5/2024 9:58,725.1
Dealing_dbo.SP_W_Wed_Staking_WelcomeEmail,Dealing_dbo.Dealing_Staking_WelcomeEmail_Temp,Weekly Wednesday,SB_Daily,1,A3_WEEKLY_STALE,A3,A3_WEEKLY_STALE,,6/5/2024 9:58,725.1
BI_DB_dbo.SP_BI_DB_Scored_Appropriateness_Negative_Market,BI_DB_dbo.BI_DB_Negative_Market_Monthly_Aggregated,Daily,SB_Daily,20,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 5:27,2/10/2025 12:12,30.3
BI_DB_dbo.SP_Bing_PBI,BI_DB_dbo.BI_DB_Bing_PBI_Daily_Perf,Daily,SB_Daily,20,A3_DAILY_90D,A3,A3_DAILY_90D,10/17/2025 5:21,5/9/2023 12:50,226.3
BI_DB_dbo.SP_Bing_PBI,BI_DB_dbo.BI_DB_Bing_PBI_Goals_Funnels,Daily,SB_Daily,20,A3_DAILY_90D,A3,A3_DAILY_90D,10/17/2025 5:34,5/9/2023 12:51,226.3
BI_DB_dbo.SP_Capital_Guarantee,BI_DB_dbo.BI_DB_Capital_Guarantee,Daily,SB_Daily,20,A3_DAILY_365D,A3,A3_DAILY_365D,3/12/2023 16:51,4/29/2021 15:50,1175.8
BI_DB_dbo.SP_eTorian_PnL_NetProfit,BI_DB_dbo.BI_DB_eTorian_PnL,Daily,SB_Daily,20,A3_DAILY_30D,A3,A3_DAILY_30D,5/1/2026 4:03,2/26/2023 6:59,30.3
BI_DB_dbo.SP_FB_Perf_Conv,BI_DB_dbo.BI_DB_FB_Performance,Daily,SB_Daily,20,A3_DAILY_90D,A3,A3_DAILY_90D,1/15/2026 5:21,5/10/2023 8:09,136.3
BI_DB_dbo.SP_FB_Perf_Conv,BI_DB_dbo.BI_DB_FB_Conversion,Daily,SB_Daily,20,A3_DAILY_90D,A3,A3_DAILY_90D,1/15/2026 5:22,5/10/2023 8:09,136.3
BI_DB_dbo.SP_Finance_Cashout_RollbackDetails,BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,Daily,SB_Daily,20,A3_DAILY_30D,A3,A3_DAILY_30D,3/25/2026 6:37,11/17/2024 8:35,67.2
BI_DB_dbo.SP_M_CryptoRebateDiamond,BI_DB_dbo.Dealing_CryptoRebate,Monthly,SB_Daily,20,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,,10/19/2025 7:39,224.2
BI_DB_dbo.SP_M_CryptoRebateDiamond,BI_DB_dbo.Dealing_Unrealized_CryptoRebate,Monthly,SB_Daily,20,A3_MONTHLY_STALE,A3,A3_MONTHLY_STALE,,10/19/2025 7:52,224.2
Dealing_dbo.SP_Max_NOP,Dealing_dbo.Dealing_Max_NOP,Daily,SB_Daily,20,A3_DAILY_365D,A3,A3_DAILY_365D,6/3/2024 5:59,6/14/2023 14:10,727.2
Dealing_staging.SP_Copy_Etoro_Hedge_ExecutionLog,Dealing_staging.Etoro_Hedge_ExecutionLog,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:16,0.3
Dealing_staging.SP_Copy_etoro_Hedge_Netting,Dealing_staging.etoro_Hedge_Netting,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:16,0.3
Dealing_staging.SP_Copy_etoro_History_Credit,Dealing_staging.etoro_History_Credit,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:16,0.3
Dealing_staging.SP_Copy_etoro_History_InstrumentToFeeConfig,Dealing_staging.etoro_History_InstrumentToFeeConfig,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:21,0.3
Dealing_staging.SP_Copy_Etoro_History_Netting_History,Dealing_staging.etoro_History_Netting_History,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:21,0.3
Dealing_staging.SP_Copy_etoro_Trade_InstrumentToFeeConfig,Dealing_staging.etoro_Trade_InstrumentToFeeConfig,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:21,0.3
Dealing_staging.SP_Copy_etoro_Trade_LiquidityAccounts,Dealing_staging.etoro_Trade_LiquidityAccounts,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:21,0.3
Dealing_staging.SP_Copy_Etoro_Trading_IndexDividends,Dealing_staging.etoro_Trading_IndexDividends,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:21,0.3
Dealing_staging.SP_Copy_etoroGeneral_History_GuruCopiers,Dealing_staging.etoroGeneral_History_GuruCopiers,Daily,SB_Daily,20,A3_USER_OVERRIDE,A3,KEEP,,5/31/2026 4:26,0.3
