"ProcedureName","TableName","IsActive","FrequencySP","ProcessType","ProcessName","Priority","last_success","last_failure","last_seen","successes_90d","failures_90d","phase_a_verdict","proc_kind"
"Dealing_dbo.SP_M_CryptoRebateDiamond","Dealing_dbo.Dealing_Unrealized_CryptoRebate","1","Monthly","1","SB_Daily","20","2025-10-01 04:21:29","","2025-10-01 04:21:29","0","0","A4_MONTHLY","synapse_sp"
"DE_dbo.SP_CopyLakeToSynapse-CopyFromLake.customerfinancedb_customer_firsttimedeposits","CopyFromLake.customerfinancedb_customer_firsttimedeposits","1","Daily","1","SB_Daily","0","","2025-04-24 12:55:35","2025-04-24 12:55:35","0","0","A4_NEVER_SUCCEEDED","synapse_sp"
"BI_DataBrick-dealing_premier_clinet_report","analysis/BI_OUTPUT/Dealing/Premier_Clinet_report","1","Daily","1","SB_Daily","0","","2025-01-30 09:20:37","2025-01-30 09:20:37","0","0","A4_NEVER_SUCCEEDED","other"
"BI_DataBricks-DDR_Fact_Revenue_Generating_Actions","Gold/sql_dp_prod_we/BI_DB_dbo/BI_DB_DDR_Fact_Revenue_Generating_Actions","1","Daily","12","Daily","0","","2026-05-20 15:01:55","2026-05-20 15:01:55","0","18","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DataBricks-Dealing_Bloomberg_holdings_pct_of_mktcap","analysis/BI_OUTPUT/Dealing/bloomberg_holdings_pct_of_mktcap_cids","1","Daily","12","Daily","0","","2025-12-07 10:20:24","2025-12-07 10:20:24","0","0","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DataBricks-Dealing_premier_customer","analysis/BI_OUTPUT/Dealing/Premier_Customer","1","Monthly","12","Daily","0","","2025-01-19 12:10:47","2025-01-19 12:10:47","0","0","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DataBricks-Dealing-Premier_Clients_positions_monthly_report_M","analysis/BI_OUTPUT/Dealing/premier_customer_2026","1","Monthly","1","SB_Daily","0","","2026-05-01 10:27:59","2026-05-01 10:27:59","0","3","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DataBricks-SP_External_Club_Service_Balance_Main","bi_output_customer_external_table_club_equity","1","Daily","12","Daily","0","","2025-09-09 05:38:41","2025-09-09 05:38:41","0","0","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DataBricks-SP_PI_Diversification","BI_OUTPUT/Complaince/PI_Diversification","1","Daily","12","Daily","0","","2025-07-23 12:12:34","2025-07-23 12:12:34","0","0","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DataBricks-Voice-Of-The-Customer-Messages","main.de_output.de_output_voice_of_the_customer_messagingsession","1","Daily","12","Daily","0","","2026-02-26 09:36:30","2026-02-26 09:36:30","0","0","A4_NEVER_SUCCEEDED","databricks_job"
"BI_DB_dbo.SP_AML_Email_for_KYT","BI_DB_dbo.BI_DB_AML_Email_for_KYT","1","Daily","1","SB_Daily","0","","2024-07-23 07:20:56","2024-07-23 07:20:56","0","0","A4_NEVER_SUCCEEDED","synapse_sp"
"BI_DB_dbo.SP_BI_AMLPeriodicReview_PostReview","BI_DB_dbo.BI_DB_AMLPeriodicReview_PostReview","1","Daily","1","SB_Daily","0","","2025-07-01 14:05:43","2025-07-01 14:05:43","0","0","A4_NEVER_SUCCEEDED","synapse_sp"
"BI_DB_dbo.SP_Create_External_customerfinancedb_customer_globalftds","CopyFromLake.customerfinancedb_customer_globalftds","1","Daily","1","SB_Daily","0","","2025-09-09 13:50:50","2025-09-09 13:50:50","0","0","A4_NEVER_SUCCEEDED","synapse_sp"
"BI_Dealing_JP_to_BNY_settlement","analysis@stgdpdlwe/BI_OUTPUT/Dealing/etoro_bnym_acc_settlement","1","Daily","1","SB_Daily","0","","2026-05-20 12:56:34","2026-05-20 12:56:34","0","8","A4_NEVER_SUCCEEDED","other"
"DataBricks-CorporateActions","2677338","1","Daily","10","Daily","0","","2026-05-19 09:31:31","2026-05-19 09:31:31","0","5","A4_NEVER_SUCCEEDED","other"
"DataBricks-Dealing_OMS_Daily","analysis/BI_OUTPUT/Dealing/OMS/execution_per_type","1","Daily","10","Daily","0","","2024-07-10 08:05:45","2024-07-10 08:05:45","0","0","A4_NEVER_SUCCEEDED","other"
"DataBricks-Dealing_Trading_LimitationsPIsClickSize","analysis/BI_OUTPUT/Dealing/PI_TradingLimitations_ClickSize","1","Daily","10","Daily","0","","2024-10-13 10:00:59","2024-10-13 10:00:59","0","0","A4_NEVER_SUCCEEDED","other"
"DataBricks-DealingRND_BestExecution","analysis/RND_OUTPUT/Dealing/BestExecution/Report","1","Daily","10","Daily","0","","2025-04-10 09:48:55","2025-04-10 09:48:55","0","0","A4_NEVER_SUCCEEDED","other"
"DataBricks-SP_Regime_Flags","analysis/BI_OUTPUT/Dealing/dealing_regime_flags","1","Daily","10","Daily","0","","2025-01-05 14:01:05","2025-01-05 14:01:05","0","0","A4_NEVER_SUCCEEDED","other"
"DE_dbo.SP_CopyLakeToSynapse-EXW_Wallet.FinanceReportsBalances","EXW_Wallet.FinanceReportsBalances","1","Daily","6","SB_Daily","0","","2023-12-12 12:01:59","2023-12-12 12:01:59","0","0","A4_NEVER_SUCCEEDED","synapse_sp"
"Dealing_dbo.SP_Test_4_Alerts_Dealing","[DE_dbo].[ObjectsStatus]","1","Daily","1","SB_Daily","0","","2023-03-16 09:50:18","2023-03-16 09:50:18","0","0","A4_NEVER_SUCCEEDED","synapse_sp"
"DWH-DAYLY","DWH_dbo.Fact_History_Costs","1","Daily","1","SB_Daily","0","","2026-01-14 10:50:59","2026-01-14 10:50:59","0","0","A4_NEVER_SUCCEEDED","dwh_meta"
"Gold/sql_dp_prod_we/Dealing_dbo/Dealing_Staking_Summary","1720","1","Daily","1","SB_Daily","0","","2025-09-03 06:41:25","2025-09-03 06:41:25","0","0","A4_NEVER_SUCCEEDED","lake_path"
"Gold/sql_dp_prod_we/Dealing_dbo/Dealing_Staking_Summary_US","1721","1","Daily","1","SB_Daily","0","","2025-09-03 06:41:25","2025-09-03 06:41:25","0","0","A4_NEVER_SUCCEEDED","lake_path"
"Share_Lending_Collateral_Main","bi_output.bi_output_finance_tables_bi_db_sharelending_loansandcollateraluk","1","Daily","1","SB_Daily","80","","2025-07-08 09:01:47","2025-07-08 09:01:47","0","0","A4_NEVER_SUCCEEDED","other"
"Share_Lending_Custody_Reconciliation_Main","main.bi_output.bi_output_finance_tables_bi_db_sharelending_custodyreconciliation","1","Daily","1","SB_Daily","80","","2025-07-08 06:36:25","2025-07-08 06:36:25","0","0","A4_NEVER_SUCCEEDED","other"
"Share_Lending_Custody_Reconciliation_Main,BI_DataBricks-Share_Lending_Custody_Reconciliation","bi_output.bi_output_finance_tables_bi_db_share_lending_custody_reconciliation","1","Daily","1","SB_Daily","0","","2026-05-29 07:02:49","2026-05-29 07:02:49","0","21","A4_NEVER_SUCCEEDED","multi_ref"
"SP_BI_DB_CO_Cluster_Daily","BI_DB_dbo.BI_DB_CO_Cluster_Daily","1","Daily","1","SB_Daily","0","","2025-08-24 17:06:06","2025-08-24 17:06:06","0","0","A4_NEVER_SUCCEEDED","other"
"SP_dl_to_db_ADF_compliance","BI_COMPLIANCE/bi_compliance_bui_tables_CDIM_Report","1","Daily","1","SB_Daily","0","","2026-03-10 06:47:17","2026-03-10 06:47:17","0","2","A4_NEVER_SUCCEEDED","other"
