normalized_concept,hub_count,claiming_hubs,variant_count,variants,file_count,source_fields
main bi_compliance_stg bi_compliance_cmp_tables_cmp_aml_risk_classification_cid_window_level,1,domain-compliance-and-aml,1,main.bi_compliance_stg.bi_compliance_cmp_tables_cmp_aml_risk_classification_cid_window_level,1,required_tables
main bi_db apex,1,domain-options,1,main.bi_db apex,1,triggers
main bi_db bronze_etoro_hedge_accountinstrumentconfiguration,1,domain-trading,1,main.bi_db.bronze_etoro_hedge_accountinstrumentconfiguration,1,required_tables
main bi_db bronze_etoro_hedge_exposurecircuitbreakerthresholds,1,domain-trading,1,main.bi_db.bronze_etoro_hedge_exposurecircuitbreakerthresholds,1,required_tables
main bi_db bronze_etoro_hedge_hedgeservertoliquidityaccount,1,domain-trading,1,main.bi_db.bronze_etoro_hedge_hedgeservertoliquidityaccount,1,required_tables
main bi_db bronze_etoro_hedge_instrumentconfiguration,1,domain-trading,1,main.bi_db.bronze_etoro_hedge_instrumentconfiguration,1,required_tables
main bi_db bronze_etoro_hedge_providerunitconversionratio,1,domain-trading,1,main.bi_db.bronze_etoro_hedge_providerunitconversionratio,1,required_tables
main bi_db bronze_etoro_history_currencypricemaxdatewithsplitview,1,domain-trading,1,main.bi_db.bronze_etoro_history_currencypricemaxdatewithsplitview,1,required_tables
main bi_db bronze_etoro_riskcalculation_scorestemporary,1,domain-compliance-and-aml,1,main.bi_db.bronze_etoro_riskcalculation_scorestemporary,1,required_tables
main bi_db bronze_etoro_trade_liquidityprovidertype,1,domain-trading,1,main.bi_db.bronze_etoro_trade_liquidityprovidertype,1,required_tables
main bi_db bronze_fiktivo_affiliatecommission_closedpositionvw,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_affiliatecommission_closedpositionvw,1,required_tables
main bi_db bronze_fiktivo_affiliatecommission_creditvw,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_affiliatecommission_creditvw,1,required_tables
main bi_db bronze_fiktivo_affiliatecommission_registrationvw,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_affiliatecommission_registrationvw,2,required_tables
main bi_db bronze_fiktivo_dbo_channels,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_dbo_channels,1,required_tables
main bi_db bronze_fiktivo_dbo_tblaff_affiliates_masked,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_dbo_tblaff_affiliates_masked,2,required_tables
main bi_db bronze_fiktivo_dbo_tblaff_affiliatesgroups_masked,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_dbo_tblaff_affiliatesgroups_masked,1,required_tables
main bi_db bronze_fiktivo_dbo_tblaff_country,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fiktivo_dbo_tblaff_country,1,required_tables
main bi_db bronze_fivetran_adwords_campaign_perf_v_perf_campaign_performance_report,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fivetran_adwords_campaign_perf_v_perf_campaign_performance_report,1,required_tables
main bi_db bronze_fivetran_twitter_ads_campaign_history,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_fivetran_twitter_ads_campaign_history,1,required_tables
main bi_db bronze_interest_trade_interestconsent,1,domain-revenue-and-fees,1,main.bi_db.bronze_interest_trade_interestconsent,1,required_tables
main bi_db bronze_marketperformance_airdrop_customer,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_marketperformance_airdrop_customer,2,required_tables
main bi_db bronze_marketperformance_tracking_customer,1,domain-marketing-and-acquisition,1,main.bi_db.bronze_marketperformance_tracking_customer,2,required_tables
main bi_db bronze_riskclassification_dbo_v_riskclassificationdatalake,1,domain-compliance-and-aml,1,main.bi_db.bronze_riskclassification_dbo_v_riskclassificationdatalake,1,required_tables
main bi_db bronze_riskclassification_dictionary_cysecriskclassificationparameter,1,domain-compliance-and-aml,1,main.bi_db.bronze_riskclassification_dictionary_cysecriskclassificationparameter,1,required_tables
main bi_db bronze_riskclassification_riskclassification_customeronboardingriskclassification,1,domain-ops-and-onboarding,1,main.bi_db.bronze_riskclassification_riskclassification_customeronboardingriskclassification,1,required_tables
main bi_db bronze_riskclassification_riskclassification_cysecriskclassificationparameter,1,domain-compliance-and-aml,1,main.bi_db.bronze_riskclassification_riskclassification_cysecriskclassificationparameter,1,required_tables
main bi_db bronze_sodreconciliation_apex_ext1034_newaccountfinancialinformation,1,domain-options,1,main.bi_db.bronze_sodreconciliation_apex_ext1034_newaccountfinancialinformation,1,required_tables
main bi_db bronze_userapidb_asic_customeranswers,1,domain-customer-and-identity,1,main.bi_db.bronze_userapidb_asic_customeranswers,1,required_tables
main bi_db bronze_userapidb_dbo_v_customeranswers,1,domain-customer-and-identity,1,main.bi_db.bronze_userapidb_dbo_v_customeranswers,1,required_tables
main bi_db bronze_userapidb_dbo_v_customeranswers_masked,1,domain-customer-and-identity,1,main.bi_db.bronze_userapidb_dbo_v_customeranswers_masked,1,required_tables
main bi_db bronze_walletdb_wallet_transactiontravelruleinformation,1,domain-exw-wallet,1,main.bi_db.bronze_walletdb_wallet_transactiontravelruleinformation,1,required_tables
main bi_db bronze_walletdb_wallet_transactiontravelrulestatuses,1,domain-exw-wallet,1,main.bi_db.bronze_walletdb_wallet_transactiontravelrulestatuses,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_abook_exposure_nophedged,1,domain-trading,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_abook_exposure_nophedged,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,1,domain-compliance-and-aml,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports,1,domain-marketing-and-acquisition,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports,2,required_tables; triggers
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailycluster,2,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_club,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_dailypanel_fulldata,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,2,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_compliance_illegal_trades_alerts,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycopyrevenue,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_cid_level,2,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_kyc_panel,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ltv_bi_actual,2,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,1,domain-ops-and-onboarding,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_operations_onboarding_flow_userkpis,2,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_scored_appropriateness_negative_market,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,1,domain-customer-and-identity,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_social_activity,1,required_tables
main bi_db gold_sql_dp_prod_we_bi_db_dbo_dim_revenue_metrics,1,domain-revenue-and-fees,1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dim_revenue_metrics,2,required_tables
main bi_db gold_sql_dp_prod_we_dealing_dbo_dealing_duco_eodrecon,1,domain-trading,1,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_eodrecon,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_card_instance_summary,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_card_instance_summary,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_panel_firstdates,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_firstdates,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_panel_retention_monthly,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_panel_retention_monthly,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnel,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnel,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnelaggregated,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_acquisitionfunnelaggregated,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoney_reports_clubupgrade,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_reports_clubupgrade,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoneyclientbalance,3,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_etl_accountsactivities,1,domain-cross,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_etl_accountsactivities,1,required_tables
main bi_db gold_sql_dp_prod_we_emoney_dbo_v_emoney_card_instance_summary,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_v_emoney_card_instance_summary,1,required_tables
main bi_db gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,1,domain-exw-wallet,1,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,1,required_tables
main bi_db gold_sql_dp_prod_we_exw_dbo_exw_usersettingswalletallowance,1,domain-payments,1,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_usersettingswalletallowance,1,required_tables
main bi_db gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,1,domain-exw-wallet,1,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,1,required_tables
main bi_dealing bi_output_dealing_nixar_beta_dailybetaprod_v,1,domain-trading,1,main.bi_dealing.bi_output_dealing_nixar_beta_dailybetaprod_v,1,required_tables
main bi_dealing bi_output_dealing_nixar_beta_dailybetatarget_v,1,domain-trading,1,main.bi_dealing.bi_output_dealing_nixar_beta_dailybetatarget_v,1,required_tables
main bi_dealing bi_output_dealing_nixar_delta_diffusionanalysis_v,1,domain-trading,1,main.bi_dealing.bi_output_dealing_nixar_delta_diffusionanalysis_v,1,required_tables
main bi_dealing_stg bi_output_dealing_hc_auto_agent_v1,1,domain-trading,1,main.bi_dealing_stg.bi_output_dealing_hc_auto_agent_v1,2,required_tables
main bi_output bi_ouput_v_dim_instrumenttype,1,domain-trading,1,main.bi_output.bi_ouput_v_dim_instrumenttype,2,required_tables
main bi_output bi_output_customer_customer_support_salesforce_reply,1,domain-customer-and-identity,1,main.bi_output.bi_output_customer_customer_support_salesforce_reply,1,required_tables
main bi_output bi_output_finance_tables_bi_db_hedge_nettingbalance,1,domain-payments,1,main.bi_output.bi_output_finance_tables_bi_db_hedge_nettingbalance,1,required_tables
main bi_output bi_output_finance_tables_bi_db_positions_closed_to_iban,1,domain-payments,1,main.bi_output.bi_output_finance_tables_bi_db_positions_closed_to_iban,1,required_tables
main bi_output bi_output_finance_tables_bi_db_positions_opened_from_iban,1,domain-payments,1,main.bi_output.bi_output_finance_tables_bi_db_positions_opened_from_iban,1,required_tables
main bi_output bi_output_finance_tables_customer_customer_deceased,1,domain-payments,1,main.bi_output.bi_output_finance_tables_customer_customer_deceased,1,required_tables
main bi_output bi_output_finance_tables_ptp_tax,1,domain-payments,1,main.bi_output.bi_output_finance_tables_ptp_tax,1,required_tables
main bi_output bi_output_finance_tables_tax_ptp_monitoring,1,domain-payments,1,main.bi_output.bi_output_finance_tables_tax_ptp_monitoring,1,required_tables
main bi_output bi_output_marketing_affiliate_payments_report_closed_position,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_affiliate_payments_report_closed_position,2,required_tables
main bi_output bi_output_marketing_liveacquisitiondashboard,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_liveacquisitiondashboard,2,required_tables
main bi_output bi_output_marketing_marketingcloud_user_behavior_instrument,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_marketingcloud_user_behavior_instrument,1,required_tables
main bi_output bi_output_marketing_marketingcloud_user_behavior_pi,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_marketingcloud_user_behavior_pi,1,required_tables
main bi_output bi_output_marketing_promotion_bi_db_promo_card,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_promotion_bi_db_promo_card,1,required_tables
main bi_output bi_output_marketing_sfmc_sfmc_filter,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_sfmc_sfmc_filter,2,required_tables
main bi_output bi_output_marketing_sfmc_sfmc_report,1,domain-marketing-and-acquisition,1,main.bi_output.bi_output_marketing_sfmc_sfmc_report,2,required_tables
main bi_output bi_output_operations_documentanalysis,1,domain-ops-and-onboarding,1,main.bi_output.bi_output_operations_documentanalysis,1,required_tables
main bi_output bi_output_vg_aum,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_aum,1,required_tables
main bi_output bi_output_vg_club,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_club,1,required_tables
main bi_output bi_output_vg_customer_first_dates,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_customer_first_dates,1,required_tables
main bi_output bi_output_vg_customer_snapshot,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_customer_snapshot,1,required_tables
main bi_output bi_output_vg_customer_snapshot_v2,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_customer_snapshot_v2,1,required_tables
main bi_output bi_output_vg_ddr_customers_snapshot,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_ddr_customers_snapshot,1,required_tables
main bi_output bi_output_vg_mimo,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_mimo,1,required_tables
main bi_output bi_output_vg_revenue,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_revenue,1,required_tables
main bi_output bi_output_vg_volume_amount,1,domain-customer-and-identity,1,main.bi_output.bi_output_vg_volume_amount,1,required_tables
main bi_output vg_fact_snapshotcustomer_for_emoney_genie,1,domain-customer-and-identity,1,main.bi_output.vg_fact_snapshotcustomer_for_emoney_genie,1,required_tables
main bi_output_stg bi_output_moneyfarm_customers,1,domain-moneyfarm,1,main.bi_output_stg.bi_output_moneyfarm_customers,1,required_tables
main bi_output_stg bi_output_moneyfarm_fact_portfolio_snapshot,1,domain-moneyfarm,1,main.bi_output_stg.bi_output_moneyfarm_fact_portfolio_snapshot,1,required_tables
main bi_output_stg bi_output_moneyfarm_fact_transactions,1,domain-moneyfarm,1,main.bi_output_stg.bi_output_moneyfarm_fact_transactions,1,required_tables
main bi_output_stg bi_output_operations_ai_doc_checking_alert_history,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ai_doc_checking_alert_history,1,required_tables
main bi_output_stg bi_output_operations_cs_intelligence_ai_analysis,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_cs_intelligence_ai_analysis,1,required_tables
main bi_output_stg bi_output_operations_docs_investigation_alert_history,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_docs_investigation_alert_history,1,required_tables
main bi_output_stg bi_output_operations_documentanalysis,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_documentanalysis,2,required_tables
main bi_output_stg bi_output_operations_edocs_poa_poi_base,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_edocs_poa_poi_base,1,required_tables
main bi_output_stg bi_output_operations_edocs_poa_poi_checks_classified,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_edocs_poa_poi_checks_classified,1,required_tables
main bi_output_stg bi_output_operations_electronic_verification_cohort,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_electronic_verification_cohort,2,required_tables
main bi_output_stg bi_output_operations_ev_investigation_alert_history,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ev_investigation_alert_history,1,required_tables
main bi_output_stg bi_output_operations_fcmu_ev_blocked_country_pairs,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_fcmu_ev_blocked_country_pairs,1,required_tables
main bi_output_stg bi_output_operations_monthly_kpis_cashouts,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_monthly_kpis_cashouts,1,required_tables
main bi_output_stg bi_output_operations_monthly_kpis_wires,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_monthly_kpis_wires,1,required_tables
main bi_output_stg bi_output_operations_ops_ai_doc_verification_checks,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_ai_doc_verification_checks,2,required_tables
main bi_output_stg bi_output_operations_ops_audit_trail,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_audit_trail,1,required_tables
main bi_output_stg bi_output_operations_ops_customer_info,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_customer_info,2,required_tables
main bi_output_stg bi_output_operations_ops_customer_logins,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_customer_logins,1,required_tables
main bi_output_stg bi_output_operations_ops_deposits,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_deposits,1,required_tables
main bi_output_stg bi_output_operations_ops_emoney_customer_info,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_emoney_customer_info,1,required_tables
main bi_output_stg bi_output_operations_ops_emoney_transactions,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_emoney_transactions,1,required_tables
main bi_output_stg bi_output_operations_ops_kyc_answers,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_kyc_answers,2,required_tables
main bi_output_stg bi_output_operations_ops_kyc_investigation_alert_history,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_kyc_investigation_alert_history,1,required_tables
main bi_output_stg bi_output_operations_ops_pending_tickets,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_pending_tickets,1,required_tables
main bi_output_stg bi_output_operations_ops_positions_details,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_positions_details,1,required_tables
main bi_output_stg bi_output_operations_ops_relations,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_relations,1,required_tables
main bi_output_stg bi_output_operations_ops_trading_summary,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_trading_summary,1,required_tables
main bi_output_stg bi_output_operations_ops_withdrawals,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_ops_withdrawals,1,required_tables
main bi_output_stg bi_output_operations_opschange_fraud_indicator_report,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_opschange_fraud_indicator_report,1,required_tables
main bi_output_stg bi_output_operations_registrationfunnel,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_registrationfunnel,2,required_tables
main bi_output_stg bi_output_operations_risk_alert_management_tool,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_risk_alert_management_tool,2,required_tables
main bi_output_stg bi_output_operations_sf_cases_prioritization_dashboard,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_sf_cases_prioritization_dashboard,1,required_tables
main bi_output_stg bi_output_operations_telesign_sinch_cost,1,domain-ops-and-onboarding,1,main.bi_output_stg.bi_output_operations_telesign_sinch_cost,1,required_tables
main bi_output_stg bi_output_raf_raf_invitees_kpis,1,domain-marketing-and-acquisition,1,main.bi_output_stg.bi_output_raf_raf_invitees_kpis,1,required_tables
main bi_output_stg churn_winback_recent_targets,1,domain-customer-and-identity,1,main.bi_output_stg.churn_winback_recent_targets,1,required_tables
main bi_output_stg churn_winback_summary,1,domain-customer-and-identity,1,main.bi_output_stg.churn_winback_summary,1,required_tables
main billing bronze_etoro_backoffice_customerdocument,1,domain-ops-and-onboarding,1,main.billing.bronze_etoro_backoffice_customerdocument,2,required_tables
main billing bronze_etoro_backoffice_customerdocumenttodocumenttype,1,domain-ops-and-onboarding,1,main.billing.bronze_etoro_backoffice_customerdocumenttodocumenttype,2,required_tables
main bizops_output bizops_output_moneyfarm_fact_portfolio_snapshot,1,domain-moneyfarm,1,main.bizops_output.bizops_output_moneyfarm_fact_portfolio_snapshot,1,required_tables
main bizops_output bizops_output_moneyfarm_fact_transactions,1,domain-moneyfarm,1,main.bizops_output.bizops_output_moneyfarm_fact_transactions,1,required_tables
main bizops_output_stg bizops_output_moneyfarm_dim_customers,1,domain-moneyfarm,1,main.bizops_output_stg.bizops_output_moneyfarm_dim_customers,1,required_tables
main bizops_output_stg bizops_output_moneyfarm_fact_portfolio_snapshot,1,domain-moneyfarm,1,main.bizops_output_stg.bizops_output_moneyfarm_fact_portfolio_snapshot,1,required_tables
main bizops_output_stg bizops_output_moneyfarm_fact_transactions,1,domain-moneyfarm,1,main.bizops_output_stg.bizops_output_moneyfarm_fact_transactions,1,required_tables
main bridgeclaw_permitted_data appflyer_reports,1,domain-marketing-and-acquisition,1,main.bridgeclaw_permitted_data.appflyer_reports,1,required_tables; triggers
main compliance bronze_event_hub_prod_event_streaming_we_sub_accounts,1,domain-moneyfarm,1,main.compliance.bronze_event_hub_prod_event_streaming_we_sub_accounts,4,required_tables
main compliance bronze_userapidb_customer_extendeduserfield_masked,1,domain-compliance-and-aml,1,main.compliance.bronze_userapidb_customer_extendeduserfield_masked,1,required_tables
main compliance bronze_userapidb_kyc_answers,1,domain-ops-and-onboarding,1,main.compliance.bronze_userapidb_kyc_answers,1,required_tables
main compliance bronze_userapidb_kyc_customeranswers,1,domain-customer-and-identity,1,main.compliance.bronze_userapidb_kyc_customeranswers,1,required_tables
main compliance gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_subentity_categorization,1,domain-compliance-and-aml,1,main.compliance.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_subentity_categorization,1,required_tables
main crm gold_crm_salesforcetobomanagermapping,1,domain-customer-and-identity,1,main.crm.gold_crm_salesforcetobomanagermapping,1,required_tables
main crm silver_crm_benefit_loyalty__c,1,domain-marketing-and-acquisition,1,main.crm.silver_crm_benefit_loyalty__c,1,required_tables
main crm silver_crm_campaign,1,domain-marketing-and-acquisition,1,main.crm.silver_crm_campaign,2,required_tables
main crm silver_crm_campaignmember,1,domain-marketing-and-acquisition,1,main.crm.silver_crm_campaignmember,1,required_tables
main crm silver_crm_loyalty_offer__c,1,domain-marketing-and-acquisition,1,main.crm.silver_crm_loyalty_offer__c,1,required_tables
main crm silver_crm_loyalty_offer_request__c,1,domain-marketing-and-acquisition,1,main.crm.silver_crm_loyalty_offer_request__c,1,required_tables
main de_output customer_segments_mail_v,1,domain-customer-and-identity,1,main.de_output.customer_segments_mail_v,1,required_tables
main de_output de_output_onboarding_ev_cohort_enriched,1,domain-ops-and-onboarding,1,main.de_output.de_output_onboarding_ev_cohort_enriched,1,required_tables
main de_output de_output_risk_classification,1,domain-compliance-and-aml,1,main.de_output.de_output_risk_classification,2,required_tables
main de_output de_output_risk_classification_cysec,1,domain-compliance-and-aml,1,main.de_output.de_output_risk_classification_cysec,2,required_tables
main de_output de_output_risk_classification_history,1,domain-compliance-and-aml,1,main.de_output.de_output_risk_classification_history,1,required_tables
main de_output de_output_risk_classification_history_cysec,1,domain-compliance-and-aml,1,main.de_output.de_output_risk_classification_history_cysec,1,required_tables
main de_output de_output_risk_classification_scores,1,domain-compliance-and-aml,1,main.de_output.de_output_risk_classification_scores,1,required_tables
main de_output vw_risk_classification_history_complete,1,domain-compliance-and-aml,1,main.de_output.vw_risk_classification_history_complete,2,required_tables
main de_output_stg de_output_risk_calculations_cysec_users_scores,1,domain-compliance-and-aml,1,main.de_output_stg.de_output_risk_calculations_cysec_users_scores,2,required_tables
main dealing bestexecution_results,1,domain-trading,1,main.dealing.bestexecution_results,1,required_tables
main dealing bi_output_dealing_bestexecution_report,1,domain-trading,1,main.dealing.bi_output_dealing_bestexecution_report,1,required_tables
main dealing bi_output_dealing_latency_compensation,1,domain-trading,1,main.dealing.bi_output_dealing_latency_compensation,1,required_tables
main dealing bronze_etoro_hedge_executionfactorconfiguration,1,domain-trading,1,main.dealing.bronze_etoro_hedge_executionfactorconfiguration,1,required_tables
main dealing bronze_etoro_hedge_executionlog,1,domain-trading,1,main.dealing.bronze_etoro_hedge_executionlog,2,required_tables
main dealing bronze_etoro_hedge_hbcexecutionlog,1,domain-trading,1,main.dealing.bronze_etoro_hedge_hbcexecutionlog,2,required_tables
main dealing bronze_etoro_hedge_hbcorderlog,1,domain-trading,1,main.dealing.bronze_etoro_hedge_hbcorderlog,1,required_tables
main dealing bronze_etoro_hedge_instrumentboundaries,1,domain-trading,1,main.dealing.bronze_etoro_hedge_instrumentboundaries,1,required_tables
main dealing bronze_etoro_hedge_manualorderexecutionlog,1,domain-trading,1,main.dealing.bronze_etoro_hedge_manualorderexecutionlog,2,required_tables
main dealing bronze_etoro_hedge_netting,1,domain-trading,1,main.dealing.bronze_etoro_hedge_netting,1,required_tables
main dealing bronze_etoro_hedge_portfolioconversionconfigurations,1,domain-trading,1,main.dealing.bronze_etoro_hedge_portfolioconversionconfigurations,1,required_tables
