normalized_concept,hub_count,claiming_hubs,variant_count,variants,file_count,source_fields
when did send y confirm and how long was it pending,1,domain-payments,1,When did send Y confirm and how long was it pending?,1,sample_questions
where are feature-adoption retention panels derived from mixpanel,1,domain-product-analytics,1,Where are feature-adoption / retention panels derived from Mixpanel?,1,sample_questions
where are pre-unity-date accounts stored,1,domain-options,1,Where are pre-Unity-Date accounts stored,1,sample_questions
where are spam reports captured,1,domain-product-analytics,1,Where are spam reports captured?,1,sample_questions
where are the spaceship kyc fraud-screening flags stored,1,domain-spaceship,1,Where are the Spaceship KYC / fraud-screening flags stored,1,sample_questions
where can i find the 9 brian sullivan sample queries,1,domain-options,1,Where can I find the 9 Brian Sullivan sample queries,1,sample_questions
where do analysts join silver_moneyfarm_etoro_mf_aum to bronze_sub_accounts_accounts,1,domain-moneyfarm,1,Where do analysts join silver_moneyfarm_etoro_mf_aum to bronze_sub_accounts_accounts?,1,sample_questions
where do v_options_aum v_mimo_options_platform v_revenue_optionsplatform feed into the ddr,1,domain-options,1,Where do v_options_aum / v_mimo_options_platform / v_revenue_optionsplatform feed into the DDR,1,sample_questions
where does the cosmos-moneyfarm export land,1,domain-moneyfarm,1,Where does the Cosmos-MoneyFarm export land?,1,sample_questions
where does the new signups vs legacy accounts segmentation come from,1,domain-options,1,Where does the New Signups vs Legacy Accounts segmentation come from,1,sample_questions
where is the am - isa performance v1 workbook what does it track,1,domain-moneyfarm,1,Where is the AM - ISA Performance V1 workbook? What does it track?,1,sample_questions
where is the managed isa fee schedule documented,1,domain-moneyfarm,1,Where is the Managed ISA fee schedule documented?,1,sample_questions
which 5 fixes were applied to v_spaceship_mimo on 2026-04-13,1,domain-spaceship,1,Which 5 fixes were applied to v_spaceship_mimo on 2026-04-13,1,sample_questions
which a b tests are running on the deposit mimo surface,1,domain-product-analytics,1,Which A/B tests are running on the Deposit/MIMO surface?,1,sample_questions
which affiliate group brought the most new customers in italy last year,1,domain-marketing-and-acquisition,1,Which affiliate group brought the most new customers in Italy last year?,1,sample_questions
which affiliate group has the highest lifetimevalue per ftd,1,domain-marketing-and-acquisition,1,Which affiliate group has the highest LifetimeValue per FTD?,1,sample_questions
which affiliate referred this cid,1,domain-marketing-and-acquisition,1,Which affiliate referred this CID?,1,sample_questions
which agent is assigned the most pending tickets right now,1,domain-ops-and-onboarding,1,Which agent is assigned the most pending tickets right now?,1,sample_questions
which airdrop offer type had the highest decline rate,1,domain-marketing-and-acquisition,1,Which airdrop offer type had the highest decline rate?,1,sample_questions
which aml alerts fired today yesterday for cid x,1,domain-compliance-and-aml,1,Which AML alerts fired today / yesterday for CID X?,1,sample_questions
which bouncecategory is most common ג soft vs hard,1,domain-marketing-and-acquisition,1,Which BounceCategory is most common ג€” soft vs hard?,1,sample_questions
which cluster detail sf dynamic is customer x currently in,1,domain-customer-and-identity,1,Which cluster (Detail / SF / Dynamic) is customer X currently in?,1,sample_questions
which columns are in customer customerstatic that are not in dim_customer,1,domain-customer-and-identity,1,Which columns are in Customer.CustomerStatic that are not in Dim_Customer?,1,sample_questions
which countries are blocked for ev per fcmu,1,domain-ops-and-onboarding,1,Which countries are blocked for EV per FCMU?,1,sample_questions
which countries pay the highest referrer compensation,1,domain-marketing-and-acquisition,1,Which countries pay the highest referrer compensation?,1,sample_questions
which countries route to a second ev provider after no match,1,domain-ops-and-onboarding,1,Which countries route to a second EV provider after No Match?,1,sample_questions
which countryids receive cash instead of an airdrop,1,domain-staking,1,Which CountryIDs receive cash instead of an airdrop?,1,sample_questions
which currencies are opt-out by default vs opt-in by default,1,domain-staking,1,Which currencies are opt-out by default vs opt-in by default?,1,sample_questions
which custodial provider holds this public address,1,domain-payments,1,Which custodial provider holds this public address?,1,sample_questions
which customers are overdue for periodic aml review review_due_dateid today,1,domain-compliance-and-aml,1,Which customers are overdue for periodic AML review (Review_Due_DateID < today)?,1,sample_questions
which customers are popular investors,1,domain-customer-and-identity,1,Which customers are Popular Investors?,2,sample_questions
which customers failed the scored-appropriateness negative-market test,1,domain-customer-and-identity,1,Which customers failed the scored-appropriateness negative-market test?,1,sample_questions
which customers have an apex broker account,1,domain-customer-and-identity,1,Which customers have an Apex broker account?,1,sample_questions
which dataset on the dashboard still uses raw bronze tables and why,1,domain-spaceship,1,Which dataset on the dashboard still uses raw bronze tables and why,1,sample_questions
which etr partition column should i filter on for mixpanel queries,1,domain-product-analytics,1,Which etr partition column should I filter on for Mixpanel queries?,1,sample_questions
which ev vendor had the highest no-match rate for uk customers,1,domain-ops-and-onboarding,1,Which EV vendor had the highest no-match rate for UK customers?,1,sample_questions
which ev vendor has the highest match rate for uk customers,1,domain-ops-and-onboarding,1,Which EV vendor has the highest match rate for UK customers?,1,sample_questions
which exp_id is excluded from meta-analysis and why,1,domain-product-analytics,1,Which exp_id is excluded from meta-analysis and why?,1,sample_questions
which experiments are currently violating yeast,1,domain-product-analytics,1,Which experiments are currently violating YEAST?,1,sample_questions
which experiments are sourced from sfmc journeys,1,domain-product-analytics,1,Which experiments are sourced from SFMC journeys?,1,sample_questions
which gcid is in variant control of exp_id new_kyc_form_v2,1,domain-product-analytics,1,Which gcid is in variant control of exp_id 'new_kyc_form_v2'?,1,sample_questions
which hub,1,cross-cutting,1,which hub,2,triggers
which managers approved the most poi documents in q1,1,domain-ops-and-onboarding,1,Which managers approved the most POI documents in Q1?,1,sample_questions
which managers approved the most poi documents last quarter,1,domain-ops-and-onboarding,1,Which managers approved the most POI documents last quarter?,1,sample_questions
which mixpanel event powers the oec for test z,1,domain-product-analytics,1,Which Mixpanel event powers the OEC for test Z?,1,sample_questions
which mixpanel slice should i use for login analysis,1,domain-product-analytics,1,Which Mixpanel slice should I use for login analysis?,1,sample_questions
which moneyfarm tables carry pii,1,domain-moneyfarm,1,Which MoneyFarm tables carry PII?,1,sample_questions
which month is the latest,1,domain-staking,1,which month is the latest,1,triggers
which mp_event_name has the highest volume on a given day,1,domain-product-analytics,1,Which mp_event_name has the highest volume on a given day?,1,sample_questions
which popular investors had the highest comment volume,1,domain-product-analytics,1,Which Popular Investors had the highest comment volume?,1,sample_questions
which positions did this customer open via copy trading,1,domain-customer-and-identity,1,Which positions did this customer open via copy trading?,1,sample_questions
which positions were opened as copies,1,domain-trading,1,Which positions were opened as copies?,1,sample_questions
which referrals failed on more than 3 criteria simultaneously,1,domain-marketing-and-acquisition,1,Which referrals failed on more than 3 criteria simultaneously?,1,sample_questions
which regulation was customer,1,domain-customer-and-identity,1,which regulation was customer,1,triggers
which schema holds apex_ext765_accountmaster ext869_cashactivity ext981_buypowersummary,1,domain-options,1,"Which schema holds apex_EXT765_AccountMaster, EXT869_CashActivity, EXT981_BuyPowerSummary",1,sample_questions
which schema holds the sftp-fed silver aum,1,domain-moneyfarm,1,Which schema holds the SFTP-fed silver AUM?,1,sample_questions
which skill,1,cross-cutting,1,which skill,2,triggers
which spaceship fields need utc to sydney timezone conversion,1,domain-spaceship,1,Which Spaceship fields need UTC to Sydney timezone conversion,1,sample_questions
which spaceship table holds the master user record and what are the identity-key collisions,1,domain-spaceship,1,Which Spaceship table holds the master user record (and what are the identity-key collisions),1,sample_questions
which spaceship tables are weekday-only vs 7-day vs derived,1,domain-spaceship,1,Which Spaceship tables are weekday-only vs 7-day vs derived,1,sample_questions
which staging views were deprecated 2026-04-01 and what replaced them,1,domain-spaceship,1,Which staging views were deprecated 2026-04-01 and what replaced them,1,sample_questions
which streams_ tables have an etr_ymd partition and which don t,1,domain-product-analytics,1,Which streams_* tables have an etr_ymd partition and which don't?,1,sample_questions
which tableau dashboard tracks the ny crypto launch nydfs finra,1,domain-options,1,Which Tableau dashboard tracks the NY crypto launch (NYDFS+FINRA),1,sample_questions
which tableau workbook is the canonical options kpi dashboard,1,domain-options,1,Which Tableau workbook is the canonical Options KPI dashboard,1,sample_questions
which usabroker dictionaries exist and what dimension do each resolve,1,domain-options,1,Which USABroker dictionaries exist and what dimension do each resolve,1,sample_questions
who authorized this,1,domain-cross,1,who authorized this,1,triggers
who authorized transaction x audit trail for one emoney transaction,1,domain-cross,1,Who authorized transaction X (audit trail for one eMoney transaction),1,sample_questions
why are eur-variant instrumentids remapped to their usd equivalents,1,domain-staking,1,Why are EUR-variant InstrumentIDs remapped to their USD equivalents?,1,sample_questions
why are there hundreds of mp_device_id-prefixed columns,1,domain-product-analytics,1,Why are there hundreds of mp_device_id-prefixed columns?,1,sample_questions
why are there hundreds of mp_device_id-prefixed columns in silver,1,domain-product-analytics,1,Why are there hundreds of mp_device_id-prefixed columns in silver?,1,sample_questions
why did customer x get an aml alert today pull alertcode alert rule from bi_db_aml_bi_alerts_new synapse,1,domain-compliance-and-aml,1,Why did customer X get an AML alert today? — pull AlertCode + alert rule from BI_DB_AML_BI_Alerts_New (Synapse),1,sample_questions
why did my source_type sum double-count,1,domain-moneyfarm,1,Why did my Source_Type sum double-count?,1,sample_questions
why did this card status transition - lifecycle event drilldown,1,domain-cross,1,Why did this card status transition - lifecycle event drilldown,1,sample_questions
why did this specific raf compensation fail what fraudreason rafstatusname,1,domain-marketing-and-acquisition,1,Why did this specific RAF compensation fail — what FraudReason / RafStatusName?,1,sample_questions
why didn t cid,1,domain-staking,1,why didn't CID,1,triggers
why didn t cid x receive a reward for march 2026,1,domain-staking,1,Why didn't CID X receive a reward for March 2026?,1,sample_questions
why does mixpanel silver have 6 225 columns,1,domain-product-analytics,1,"Why does mixpanel.silver have 6,225 columns?",1,sample_questions
why does streams_reaction have zero rows,1,domain-product-analytics,1,Why does streams_reaction have zero rows?,1,sample_questions
why does the voyager net deposits widget have portfolio and cohort splits,1,domain-spaceship,1,Why does the Voyager Net Deposits widget have Portfolio and Cohort splits,1,sample_questions
why does v_revenue_optionsplatform appear to have no equity rows,1,domain-options,1,Why does v_revenue_optionsplatform appear to have no equity rows,1,sample_questions
why does v_spaceship_mimo is_ftd overcount vs the dashboard,1,domain-spaceship,1,Why does v_spaceship_mimo.is_ftd overcount vs the dashboard,1,sample_questions
why is event_name empty on mixpanel silver,1,domain-product-analytics,1,Why is event_name empty on mixpanel.silver?,1,sample_questions
why is max returning 7 digits,1,domain-staking,1,why is MAX returning 7 digits,1,triggers
why is max stakingmonthid returning a 7-digit number,1,domain-staking,1,Why is MAX(StakingMonthID) returning a 7-digit number?,1,sample_questions
why is my reward,1,domain-staking,1,why is my reward,1,triggers
why is v_moneyfarm_fees always empty,1,domain-moneyfarm,1,Why is v_moneyfarm_fees always empty?,1,sample_questions
why is vendor empty on 50 of rows ג is the data missing,1,domain-ops-and-onboarding,1,Why is `vendor` empty on 50% of rows ג€” is the data missing?,1,sample_questions
why not eligible,1,domain-staking,1,why not eligible,1,triggers
